year,state_po,district,candidate,party,voteshare
1982,VA,2,Whitehurst,republican,99.875967
1982,VA,3,Bliley,republican,59.237350
1982,VA,3,Waldrop,democrat,40.758233
1982,VA,4,Sisisky,democrat,54.375585
1982,VA,4,Daniel,republican,45.624415
1982,VA,5,Daniel,democrat,100.000000
1982,VA,6,Fariss,independent,1.746594
1982,VA,6,Olin,democrat,49.724369
1982,VA,6,Miller,republican,48.517573
1982,VA,7,Toscano,independent,3.860673
1982,VA,7,Dorrier,democrat,36.277844
1982,VA,7,Robinson,republican,59.857749
1982,VA,8,Parris,republican,49.705849
1982,VA,8,Morrill,independent,1.694225
1982,VA,8,Harris,democrat,48.597844
1982,VA,9,Boucher,democrat,50.402682
1982,VA,9,Wampler,republican,49.597318
1982,VA,10,Bowden,independent,1.318011
1982,VA,10,Wolf,republican,52.736306
1982,VA,10,Lechner,democrat,45.942025
1982,WA,1,Pritchard,republican,67.587786
1982,WA,1,Long,democrat,32.412214
1982,WA,2,Houchen,republican,40.364695
1982,WA,2,Swift,democrat,59.635305
1982,WA,3,Quigg,republican,36.830024
1982,WA,3,Bonker,democrat,60.054425
1982,WA,3,Williamson,independent,3.115551
1982,WA,4,Morrison,republican,69.801080
1982,WA,4,Kilbury,democrat,28.624244
1982,WA,4,Burns,free peoples,1.574676
1982,WA,5,Foley,democrat,64.302527
1982,WA,5,Sonneland,republican,35.697473
1982,WA,6,Anderson,independent,4.303743
1982,WA,6,Dicks,democrat,62.533878
1982,WA,6,Haley,republican,33.162379
1982,WA,7,Dorse,republican,29.066333
1982,WA,7,Lowry,democrat,70.933667
1982,WA,8,Chandler,republican,56.971367
1982,WA,8,Bland,democrat,43.028633
1982,WV,1,Mollohan,democrat,53.161807
1982,WV,1,McCuskey,republican,46.838193
1982,WV,2,Staggers,democrat,64.015380
1982,WV,2,Hinkle,republican,35.984620
1982,WV,3,Staton,republican,41.602735
1982,WV,3,Benjamin,socialist workers,0.538120
1982,WV,3,Wise,democrat,57.859145
1982,WV,4,Rahall,democrat,80.524206
1982,WV,4,Harris,republican,19.475794
1982,WI,1,Jansson,republican,38.066417
1982,WI,1,Aspin,democrat,61.009345
1982,WI,1,Jackson,libertarian,0.922954
1982,WI,2,Beito,libertarian,0.735349
1982,WI,2,Johnson,republican,38.694402
1982,WI,2,Kastenmeier,democrat,60.564380
1982,WI,3,Gunderson,republican,56.594762
1982,WI,3,Offner,democrat,42.818796
1982,WI,3,Doren,libertarian,0.585302
1982,WI,4,Zablocki,democrat,94.575437
1982,WI,4,Youngers,libertarian,2.966683
1982,WI,4,Baumgartner,independent,1.767308
1982,WI,4,Gudenschwager,constitution,0.690571
1982,WI,5,Moody,democrat,63.543439
1982,WI,5,Johnston,republican,34.938600
1982,WI,5,Beach,independent political choice,0.335201
1982,WI,5,Hidalgo,socialist workers,0.224954
1982,WI,5,McCuen,libertarian,0.954620
1982,WI,6,Petri,republican,65.013137
1982,WI,6,Loehr,democrat,34.984207
1982,WI,7,Zimmerman,republican,32.024558
1982,WI,7,Obey,democrat,67.972037
1982,WI,8,Roth,republican,57.227450
1982,WI,8,Clusen,democrat,42.018154
1982,WI,8,Theisen,libertarian,0.754155
1982,WI,9,Sensenbrenner,republican,100.000000
1982,WY,0,Cheney,republican,71.093755
1982,WY,0,Hommel,democrat,28.906245
1984,AL,1,Callahan,republican,51.001324
1984,AL,1,McWright,democrat,48.998676
1984,AL,2,Dickinson,republican,60.339096
1984,AL,2,Tipler,libertarian,1.101039
1984,AL,2,Lee,democrat,38.559865
1984,AL,3,Nichols,democrat,96.207095
1984,AL,3,Thornton,libertarian,3.792905
1984,AL,4,Bevill,democrat,100.000000
1984,AL,5,Samsil,libertarian,4.115982
1984,AL,5,Flippo,democrat,95.884018
1984,AL,6,Erdreich,democrat,59.611761
1984,AL,6,Smith,libertarian,0.474717
1984,AL,6,Waggoner,republican,39.847981
1984,AL,6,Curtis,socialist workers,0.065541
1984,AL,7,Ewing,libertarian,3.205256
1984,AL,7,Shelby,democrat,96.794744
1984,AK,0,Young,republican,55.020176
1984,AK,0,Begich,democrat,41.684388
1984,AK,0,Other,independent,0.142901
1984,AK,0,Breck,independent,3.152536
1984,AZ,1,McCain,republican,78.075442
1984,AZ,1,Braun,democrat,21.924558
1984,AZ,2,Other,independent,0.011550
1984,AZ,2,Torrez,people before profits,12.266634
1984,AZ,2,Udall,democrat,87.721817
1984,AZ,3,Stump,republican,71.766333
1984,AZ,3,Schuster,democrat,26.450112
1984,AZ,3,Valencia,libertarian,1.783555
1984,AZ,4,Other,independent,0.034007
1984,AZ,4,Rudd,republican,99.965993
1984,AZ,5,McNulty,democrat,48.202143
1984,AZ,5,Kolbe,republican,50.923935
1984,AZ,5,Johnson,libertarian,0.873922
1984,AR,1,Other,independent,2.795355
1984,AR,1,Alexander,democrat,97.204645
1984,AR,2,Petty,republican,41.464951
1984,AR,2,Taylor,independent,11.444730
1984,AR,2,Robinson,democrat,47.090319
1984,AR,3,Hammerschmidt,republican,100.000000
1984,AR,4,Other,independent,2.102993
1984,AR,4,Anthony,democrat,97.897007
1984,CA,1,Bosco,democrat,62.261174
1984,CA,1,Redick,republican,37.738826
1984,CA,2,Cozad,democrat,30.547726
1984,CA,2,Chappie,republican,69.452274
1984,CA,3,Matsui,democrat,100.000000
1984,CA,4,Pope,libertarian,1.905899
1984,CA,4,Fazio,democrat,61.395048
1984,CA,4,Canfield,republican,36.699053
1984,CA,5,Spinosa,republican,23.772800
1984,CA,5,Fuhrig,libertarian,2.074491
1984,CA,5,Burton,democrat,72.302851
1984,CA,5,Clark,peace and freedom,1.849858
1984,CA,6,Creighton,libertarian,2.331281
1984,CA,6,Boxer,democrat,67.968933
1984,CA,6,Binderup,republican,29.699786
1984,CA,7,Thakar,republican,33.286134
1984,CA,7,Miller,democrat,66.713866
1984,CA,8,Dellums,democrat,60.326975
1984,CA,8,Connor,republican,39.673025
1984,CA,9,Fuhrig,libertarian,3.787863
1984,CA,9,Stark,democrat,69.895242
1984,CA,9,Beaver,republican,26.316894
1984,CA,10,Kaiser,american independent,1.622030
1984,CA,10,Edwards,democrat,62.413736
1984,CA,10,Cadestam,libertarian,1.698776
1984,CA,10,Herriot,republican,34.265457
1984,CA,11,Hickey,republican,28.242901
1984,CA,11,Kudrovzeff,american independent,1.839282
1984,CA,11,Lantos,democrat,69.917817
1984,CA,12,White,libertarian,2.323768
1984,CA,12,Zschau,republican,61.653865
1984,CA,12,Carnoy,democrat,36.022367
1984,CA,13,Mineta,democrat,65.243314
1984,CA,13,Redding,libertarian,1.789571
1984,CA,13,Williams,republican,32.967115
1984,CA,14,Carlson,democrat,23.881672
1984,CA,14,Shumway,republican,73.316372
1984,CA,14,Colburn,libertarian,2.801957
1984,CA,15,Harris,libertarian,1.843423
1984,CA,15,Coelho,democrat,65.463603
1984,CA,15,Harner,republican,32.692974
1984,CA,16,Anderson,libertarian,1.497552
1984,CA,16,Ramsey,republican,27.719706
1984,CA,16,Panetta,democrat,70.782742
1984,CA,17,Lakritz,democrat,27.513085
1984,CA,17,Pashayan,republican,72.486915
1984,CA,18,Lehman,democrat,67.280409
1984,CA,18,Ewen,republican,32.719591
1984,CA,19,Carey,democrat,30.874329
1984,CA,19,Lagomarsino,republican,67.297672
1984,CA,19,Zekan,peace and freedom,1.827999
1984,CA,20,Sage,democrat,29.110115
1984,CA,20,Thomas,republican,70.889885
1984,CA,21,Fiedler,republican,72.302974
1984,CA,21,Davis,democrat,25.872200
1984,CA,21,Leet,libertarian,1.824827
1984,CA,22,Moorhead,republican,85.238023
1984,CA,22,Yauch,libertarian,14.761977
1984,CA,23,Beilenson,democrat,61.569516
1984,CA,23,Leathers,libertarian,1.569253
1984,CA,23,Parrish,republican,36.861231
1984,CA,24,Green,peace and freedom,1.809813
1984,CA,24,Zerg,republican,33.208122
1984,CA,24,Waxman,democrat,63.369508
1984,CA,24,Custer,libertarian,1.612557
1984,CA,25,Bajada,libertarian,4.218187
1984,CA,25,Bloxom,republican,24.100619
1984,CA,25,Roybal,democrat,71.681194
1984,CA,26,Ojeda,republican,37.206359
1984,CA,26,Berman,democrat,62.793641
1984,CA,27,OConnor,peace and freedom,1.792923
1984,CA,27,Avrech,libertarian,1.474286
1984,CA,27,Levine,democrat,54.954625
1984,CA,27,Scribner,republican,41.778166
1984,CA,28,Frederick,libertarian,1.959643
1984,CA,28,Dixon,democrat,75.627521
1984,CA,28,Jett,republican,22.412836
1984,CA,29,Goto,republican,13.365138
1984,CA,29,Hawkins,democrat,86.634862
1984,CA,30,Martinez,democrat,51.778691
1984,CA,30,Gomez,republican,43.351323
1984,CA,30,Myers,american independent,4.869986
1984,CA,31,Minturn,republican,29.287877
1984,CA,31,Dymally,democrat,70.712123
1984,CA,32,McCoy,peace and freedom,1.208568
1984,CA,32,Denny,libertarian,1.483162
1984,CA,32,Anderson,democrat,60.670575
1984,CA,32,Fiola,republican,36.637695
1984,CA,33,Noonan,peace and freedom,1.136522
1984,CA,33,McDonald,democrat,25.954971
1984,CA,33,Lightfoot,libertarian,2.271126
1984,CA,33,Dreier,republican,70.637382
1984,CA,34,Torres,democrat,59.823950
1984,CA,34,Jackson,republican,40.176050
1984,CA,35,Lewis,republican,85.474676
1984,CA,35,Akin,peace and freedom,14.525324
1984,CA,36,Stark,republican,43.440022
1984,CA,36,Brown,democrat,56.559978
1984,CA,37,Skinner,democrat,36.422839
1984,CA,37,McCandless,republican,63.577161
1984,CA,38,Patterson,democrat,44.983016
1984,CA,38,Dornan,republican,53.161299
1984,CA,38,Bright,peace and freedom,1.855685
1984,CA,39,Ward,democrat,23.794743
1984,CA,39,Dannemeyer,republican,76.205257
1984,CA,40,Quirk,peace and freedom,1.556629
1984,CA,40,Badham,republican,64.421078
1984,CA,40,Bradford,democrat,34.022292
1984,CA,41,Simmons,democrat,33.671990
1984,CA,41,Lowery,republican,63.451069
1984,CA,41,Baase,libertarian,2.876941
1984,CA,42,Donohue,peace and freedom,2.385282
1984,CA,42,Lungren,republican,72.975835
1984,CA,42,Brophy,democrat,24.638883
1984,CA,43,Humphreys,democrat,22.815267
1984,CA,43,Packard,republican,74.107562
1984,CA,43,Avery,libertarian,3.077171
1984,CA,44,Bates,democrat,69.709107
1984,CA,44,Conole,libertarian,2.248862
1984,CA,44,Campbell,republican,28.042031
1984,CA,45,Guthrie,democrat,22.855976
1984,CA,45,Wright,libertarian,2.002451
1984,CA,45,Hunter,republican,75.141573
1984,CO,1,Emminizer,socialist workers,0.905466
1984,CO,1,Downs,republican,36.293673
1984,CO,1,Schroeder,democrat,61.973876
1984,CO,1,Filley,libertarian,0.826985
1984,CO,2,Wirth,democrat,53.208531
1984,CO,2,Sickle,libertarian,1.252361
1984,CO,2,Norton,republican,45.539108
1984,CO,3,Jahelka,libertarian,0.631704
1984,CO,3,Mitchell,democrat,41.894834
1984,CO,3,Strang,republican,57.062249
1984,CO,3,Olshaw,unaffiliated-american,0.409352
1984,CO,3,Other,independent,0.001861
1984,CO,4,Bates,democrat,27.418055
1984,CO,4,Brown,republican,71.125625
1984,CO,4,Fitzgerald,libertarian,1.456320
1984,CO,5,Geffen,democrat,21.411627
1984,CO,5,Kramer,republican,78.588373
1984,CO,6,Heckman,concerns of people,10.603358
1984,CO,6,Schaefer,republican,89.396642
1984,CT,1,Klein,republican,37.943784
1984,CT,1,Sundblade,libertarian,0.330462
1984,CT,1,Kennelly,democrat,61.725754
1984,CT,2,Wood,libertarian,0.448625
1984,CT,2,Koontz,republican,45.177500
1984,CT,2,Gejdenson,democrat,54.373875
1984,CT,3,Cohen,libertarian,0.173315
1984,CT,3,Denardis,republican,47.168982
1984,CT,3,Morrison,democrat,52.576334
1984,CT,3,Valenti,independent,0.081369
1984,CT,4,McKinney,republican,70.393948
1984,CT,4,Orman,democrat,29.606052
1984,CT,5,Rowland,republican,54.309661
1984,CT,5,Peron,libertarian,0.221062
1984,CT,5,Ratchford,democrat,45.469278
1984,CT,6,Johnson,republican,63.983105
1984,CT,6,House,democrat,36.016895
1984,DE,0,Pont,republican,41.417367
1984,DE,0,Etzel,libertarian,0.120981
1984,DE,0,Carper,democrat,58.461652
1984,FL,1,Hutto,democrat,100.000000
1984,FL,2,Fuqua,democrat,100.000000
1984,FL,3,Bennett,democrat,100.000000
1984,FL,4,Starling,republican,35.215861
1984,FL,4,Chappell,democrat,64.784139
1984,FL,5,McCollum,republican,100.000000
1984,FL,6,Other,independent,0.696393
1984,FL,6,Mackay,democrat,99.303607
1984,FL,7,Gibbons,democrat,58.830766
1984,FL,7,Kavouklis,republican,41.169234
1984,FL,8,Young,republican,80.259278
1984,FL,8,Kent,democrat,19.740722
1984,FL,9,Bilirakis,republican,78.582547
1984,FL,9,Wilson,democrat,21.417453
1984,FL,10,Ireland,republican,61.913943
1984,FL,10,Glass,democrat,38.086057
1984,FL,11,Quartel,republican,39.484827
1984,FL,11,Nelson,democrat,60.510607
1984,FL,11,Other,independent,0.004566
1984,FL,12,Lewis,republican,100.000000
1984,FL,13,Mack,republican,100.000000
1984,FL,14,Ross,republican,44.599998
1984,FL,14,Mica,democrat,55.400002
1984,FL,15,Humphrey,democrat,34.285641
1984,FL,15,Shaw,republican,65.714359
1984,FL,16,Bush,republican,43.628356
1984,FL,16,Smith,democrat,56.371644
1984,FL,17,Lehman,democrat,100.000000
1984,FL,18,Pepper,democrat,60.531445
1984,FL,18,Nunez,republican,39.468555
1984,FL,19,Other,independent,0.001667
1984,FL,19,Flanagan,republican,35.741396
1984,FL,19,Fascell,democrat,64.256937
1984,GA,1,Other,independent,0.013587
1984,GA,1,Thomas,democrat,81.573210
1984,GA,1,Downing,republican,18.413204
1984,GA,2,Other,independent,0.004522
1984,GA,2,Hatcher,democrat,99.995478
1984,GA,3,Other,independent,0.001465
1984,GA,3,Cantu,republican,18.619068
1984,GA,3,Ray,democrat,81.379467
1984,GA,4,Levitas,democrat,46.895761
1984,GA,4,Other,independent,0.001323
1984,GA,4,Swindall,republican,53.102916
1984,GA,5,Other,independent,0.011240
1984,GA,5,Fowler,democrat,99.988760
1984,GA,6,Other,independent,0.000593
1984,GA,6,Gingrich,republican,69.142410
1984,GA,6,Johnson,democrat,30.856997
1984,GA,7,Bronson,republican,44.778261
1984,GA,7,Other,independent,0.001554
1984,GA,7,Darden,democrat,55.220184
1984,GA,8,Other,independent,0.003963
1984,GA,8,Rowland,democrat,99.996037
1984,GA,9,Cofer,republican,32.516881
1984,GA,9,Other,independent,0.007400
1984,GA,9,Jenkins,democrat,67.475719
1984,GA,10,Barnard,democrat,99.991407
1984,GA,10,Other,independent,0.008593
1984,HI,1,Heftel,democrat,82.730710
1984,HI,1,Winter,libertarian,2.428978
1984,HI,1,Beard,republican,14.840313
1984,HI,2,Fritts,libertarian,3.191435
1984,HI,2,Akaka,democrat,82.182374
1984,HI,2,Shipley,republican,14.626191
1984,ID,1,Heller,democrat,31.375693
1984,ID,1,Craig,republican,68.624307
1984,ID,2,Stallings,democrat,50.032856
1984,ID,2,Hansen,republican,49.967144
1984,IL,1,Hayes,democrat,95.636379
1984,IL,1,Warren,socialist workers,4.358231
1984,IL,1,Other,independent,0.005390
1984,IL,2,Savage,democrat,82.978928
1984,IL,2,Other,independent,0.000534
1984,IL,2,Harman,republican,17.020538
1984,IL,3,Murphy,republican,35.590479
1984,IL,3,Russo,democrat,64.409072
1984,IL,3,Other,independent,0.000449
1984,IL,4,OBrien,republican,63.977802
1984,IL,4,Marlow,democrat,36.022198
1984,IL,5,Lipinski,democrat,63.561070
1984,IL,5,Other,independent,0.001193
1984,IL,5,Paczkowski,republican,36.437737
1984,IL,6,Renshaw,democrat,24.903847
1984,IL,6,Other,independent,0.001432
1984,IL,6,Hyde,republican,75.094721
1984,IL,7,Other,independent,0.002313
1984,IL,7,Bevel,republican,21.636362
1984,IL,7,Collins,democrat,78.361325
1984,IL,8,Rostenkowski,democrat,71.304787
1984,IL,8,Other,independent,0.001247
1984,IL,8,Georgeson,republican,28.693966
1984,IL,9,Other,independent,0.001399
1984,IL,9,Yates,democrat,67.544232
1984,IL,9,Sohn,republican,32.454370
1984,IL,10,Other,independent,0.000474
1984,IL,10,Braver,democrat,27.379464
1984,IL,10,Porter,republican,72.620063
1984,IL,11,Other,independent,0.000453
1984,IL,11,Theusch,republican,37.390910
1984,IL,11,Annunzio,democrat,62.608637
1984,IL,12,Laflamme,democrat,22.200284
1984,IL,12,Crane,republican,77.799716
1984,IL,13,Other,independent,0.003401
1984,IL,13,Fawell,republican,66.998393
1984,IL,13,Donohue,democrat,32.998206
1984,IL,14,Grotberg,republican,62.159753
1984,IL,14,Other,independent,0.006858
1984,IL,14,McCrath,democrat,37.833390
1984,IL,15,Hoffmann,democrat,26.774322
1984,IL,15,Other,independent,0.000491
1984,IL,15,Madigan,republican,73.225187
1984,IL,16,Martin,republican,58.426452
1984,IL,16,Schwerdtfeger,democrat,41.571718
1984,IL,16,Other,independent,0.001830
1984,IL,17,McMillan,republican,43.327222
1984,IL,17,Other,independent,0.001325
1984,IL,17,Evans,democrat,56.671453
1984,IL,18,Michel,republican,61.039596
1984,IL,18,Other,independent,0.017480
1984,IL,18,Bradley,democrat,38.942924
1984,IL,19,Other,independent,0.002665
1984,IL,19,Crane,republican,47.739479
1984,IL,19,Bruce,democrat,52.257855
1984,IL,20,Other,independent,0.000422
1984,IL,20,Durbin,democrat,61.266526
1984,IL,20,Austin,republican,38.733052
1984,IL,21,Gaffner,republican,39.843935
1984,IL,21,Price,democrat,60.156065
1984,IL,22,Gray,democrat,50.252655
1984,IL,22,Patchett,republican,49.746915
1984,IL,22,Other,independent,0.000430
1984,IN,1,Grenchik,republican,28.844415
1984,IN,1,Visclosky,democrat,70.702141
1984,IN,1,Willis,libertarian,0.453444
1984,IN,2,Mackenzie,republican,46.285642
1984,IN,2,Sharp,democrat,53.428275
1984,IN,2,Bohanon,libertarian,0.286083
1984,IN,3,Lutton,libertarian,0.296698
1984,IN,3,Barnes,democrat,47.308329
1984,IN,3,Hiler,republican,52.394973
1984,IN,4,Coats,republican,60.845819
1984,IN,4,Laiacona,libertarian,0.250564
1984,IN,4,Cameron,american,0.402592
1984,IN,4,Barnard,democrat,38.501025
1984,IN,5,Maxwell,democrat,31.525632
1984,IN,5,Hillis,republican,67.923636
1984,IN,5,Osterfeld,libertarian,0.550732
1984,IN,6,Dilk,libertarian,0.519800
1984,IN,6,Burton,republican,72.728826
1984,IN,6,Campbell,democrat,26.751375
1984,IN,7,Bourland,libertarian,1.279052
1984,IN,7,Smith,democrat,31.451473
1984,IN,7,Myers,republican,67.269475
1984,IN,8,Fallahay,libertarian,0.344309
1984,IN,8,McIntyre,republican,49.826991
1984,IN,8,McCloskey,democrat,49.828700
1984,IN,9,Hamilton,democrat,65.141200
1984,IN,9,Boggs,libertarian,0.318532
1984,IN,9,Coates,republican,34.540268
1984,IN,10,Warren,libertarian,0.448609
1984,IN,10,Watkins,republican,40.585596
1984,IN,10,Jacobs,democrat,58.965794
1984,IA,1,Ready,democrat,33.232218
1984,IA,1,Leach,republican,66.767782
1984,IA,2,Tauke,republican,63.900611
1984,IA,2,Welsh,democrat,36.099389
1984,IA,3,Evans,republican,60.703732
1984,IA,3,Johnston,democrat,39.296268
1984,IA,4,Smith,democrat,60.681886
1984,IA,4,Lockard,republican,39.318114
1984,IA,5,Fitzgerald,democrat,49.224281
1984,IA,5,Lightfoot,republican,50.775719
1984,IA,6,Rensink,republican,37.973073
1984,IA,6,Bedell,democrat,62.026927
1984,KS,1,Other,independent,0.000474
1984,KS,1,Roberts,republican,75.881915
1984,KS,1,Ringer,democrat,23.255979
1984,KS,1,Scoggin,prohibition,0.861631
1984,KS,2,Peterson,prohibition,0.932361
1984,KS,2,Slattery,democrat,60.017001
1984,KS,2,Slyke,republican,39.050638
1984,KS,3,Ralph,independent,5.283728
1984,KS,3,Meyers,republican,54.772279
1984,KS,3,Reardon,democrat,39.943993
1984,KS,4,Krause,republican,25.590676
1984,KS,4,Glickman,democrat,74.409324
1984,KS,5,Bacon,prohibition,1.215833
1984,KS,5,Other,independent,0.011740
1984,KS,5,Whittaker,republican,73.539545
1984,KS,5,Barnes,democrat,25.232882
1984,KY,1,Hubbard,democrat,100.000000
1984,KY,2,Morrison,republican,37.865128
1984,KY,2,Natcher,democrat,62.134872
1984,KY,3,Mazzoli,democrat,67.714676
1984,KY,3,Warner,republican,31.693611
1984,KY,3,Kreiner,socialist workers,0.591713
1984,KY,4,Mulloy,democrat,46.347717
1984,KY,4,Snyder,republican,53.652283
1984,KY,5,Rogers,republican,75.881344
1984,KY,5,McIntosh,democrat,24.118656
1984,KY,6,Hopkins,republican,71.439461
1984,KY,6,Hammond,democrat,28.037695
1984,KY,6,Suruda,libertarian,0.522845
1984,KY,7,Perkins,democrat,73.650559
1984,KY,7,Russell,republican,26.349441
1984,LA,1,Livingston,republican,100.000000
1984,LA,2,Boggs,democrat,100.000000
1984,LA,3,Tauzin,democrat,100.000000
1984,LA,4,Roemer,democrat,100.000000
1984,LA,5,Huckaby,democrat,100.000000
1984,LA,6,Moore,republican,100.000000
1984,LA,7,Breaux,democrat,100.000000
1984,LA,8,Long,democrat,100.000000
1984,ME,1,Hobbins,democrat,36.478376
1984,ME,1,Other,independent,0.002780
1984,ME,1,McKernan,republican,63.518844
1984,ME,2,Snowe,republican,75.723580
1984,ME,2,Stoddard,constitutionalist,1.671573
1984,ME,2,Other,independent,0.007093
1984,ME,2,Bull,democrat,22.597755
1984,MD,1,Dyson,democrat,58.399280
1984,MD,1,Williams,republican,41.600720
1984,MD,2,Bentley,republican,51.369254
1984,MD,2,Long,democrat,48.630285
1984,MD,2,Other,independent,0.000461
1984,MD,3,Freeman,independent,1.320796
1984,MD,3,Mikulski,democrat,68.210754
1984,MD,3,Pierpont,republican,30.468450
1984,MD,4,Greenebaum,democrat,33.756505
1984,MD,4,Holt,republican,66.242916
1984,MD,4,Other,independent,0.000579
1984,MD,5,Hoyer,democrat,72.175440
1984,MD,5,Ritchie,republican,27.824560
1984,MD,6,Other,independent,0.001584
1984,MD,6,Byron,democrat,65.129697
1984,MD,6,Ficker,republican,34.868720
1984,MD,7,Other,independent,0.000717
1984,MD,7,Mitchell,democrat,99.999283
1984,MD,8,Other,independent,0.001571
1984,MD,8,Barnes,democrat,71.472567
1984,MD,8,Grove,libertarian,0.747538
1984,MD,8,Ceccone,republican,27.778323
1984,MA,1,Conte,republican,72.923327
1984,MA,1,Wentworth,democrat,27.068155
1984,MA,1,Other,independent,0.008519
1984,MA,2,Other,independent,0.050710
1984,MA,2,Swank,republican,31.286804
1984,MA,2,Boland,democrat,68.662486
1984,MA,3,Redding,republican,32.582836
1984,MA,3,Other,independent,0.012713
1984,MA,3,Early,democrat,67.404451
1984,MA,4,Frank,democrat,74.197106
1984,MA,4,Other,independent,0.003433
1984,MA,4,Forte,republican,25.799461
1984,MA,5,Other,independent,0.003112
1984,MA,5,Hyatt,republican,46.642689
1984,MA,5,Atkins,democrat,53.354199
1984,MA,6,Batchelder,rainbow coalition,3.177564
1984,MA,6,Other,independent,0.003755
1984,MA,6,Leber,republican,26.439918
1984,MA,6,Mavroules,democrat,70.378762
1984,MA,7,Other,independent,0.020923
1984,MA,7,Markey,democrat,71.399718
1984,MA,7,Ralph,republican,28.579359
1984,MA,8,ONeill,democrat,91.827324
1984,MA,8,Ross,communist,8.082698
1984,MA,8,Other,independent,0.089978
1984,MA,9,Moakley,democrat,99.921698
1984,MA,9,Other,independent,0.078302
1984,MA,10,Crampton,republican,44.289085
1984,MA,10,Other,independent,0.006619
1984,MA,10,Studds,democrat,55.704296
1984,MA,11,Other,independent,0.008720
1984,MA,11,Donnelly,democrat,99.991280
1984,MI,1,Mack,republican,10.200575
1984,MI,1,Pulley,socialist workers,0.401736
1984,MI,1,Conyers,democrat,89.397689
1984,MI,2,Other,independent,0.002437
1984,MI,2,Severance,tisch independent citizens,0.549890
1984,MI,2,Pursell,republican,68.584131
1984,MI,2,Hudler,libertarian,0.456779
1984,MI,2,McCauley,democrat,30.406762
1984,MI,3,Wolpe,democrat,52.928577
1984,MI,3,Other,independent,0.002485
1984,MI,3,McGregor,republican,47.068938
1984,MI,4,Rodebaugh,democrat,33.052484
1984,MI,4,Siljander,republican,66.936526
1984,MI,4,Other,independent,0.010990
1984,MI,5,Henry,republican,61.819409
1984,MI,5,McInerney,democrat,37.600473
1984,MI,5,Other,independent,0.001323
1984,MI,5,Whitelock,libertarian,0.578795
1984,MI,6,Other,independent,0.001474
1984,MI,6,Ritter,republican,46.731686
1984,MI,6,Hurrell,libertarian,0.379797
1984,MI,6,Carr,democrat,52.427161
1984,MI,6,Severance,tisch independent citizens,0.459883
1984,MI,7,Other,independent,0.009631
1984,MI,7,Johnson,independent,6.846316
1984,MI,7,Kildee,democrat,93.144053
1984,MI,8,Heussner,republican,35.580689
1984,MI,8,Traxler,democrat,64.418801
1984,MI,8,Other,independent,0.000511
1984,MI,9,Hamilton,libertarian,0.319541
1984,MI,9,Jagt,republican,70.902939
1984,MI,9,Other,independent,0.003289
1984,MI,9,Senger,democrat,28.774230
1984,MI,10,Other,independent,0.002385
1984,MI,10,Albosta,democrat,49.434043
1984,MI,10,Leef,libertarian,0.502755
1984,MI,10,Schuette,republican,50.060817
1984,MI,11,Other,independent,0.000923
1984,MI,11,Davis,republican,58.620530
1984,MI,11,Stewart,democrat,41.378546
1984,MI,12,Bonior,democrat,58.349403
1984,MI,12,Edwards,libertarian,0.711853
1984,MI,12,Tyza,republican,40.938744
1984,MI,13,Crockett,democrat,86.624563
1984,MI,13,Murphy,republican,13.375437
1984,MI,14,Cropsey,libertarian,0.575096
1984,MI,14,Hertel,democrat,59.128145
1984,MI,14,Lauve,republican,40.296760
1984,MI,15,Carlson,republican,40.067332
1984,MI,15,Other,independent,0.004239
1984,MI,15,Ford,democrat,59.928430
1984,MI,16,Dingell,democrat,63.719298
1984,MI,16,Other,independent,0.000525
1984,MI,16,Grzywacki,republican,35.733546
1984,MI,16,Kostyu,libertarian,0.546632
1984,MI,17,Other,independent,0.030803
1984,MI,17,Levin,democrat,99.969197
1984,MI,18,OBrien,libertarian,0.931524
1984,MI,18,Broomfield,republican,79.403024
1984,MI,18,Smargon,democrat,19.665452
1984,MN,1,Spicer,republican,43.005325
1984,MN,1,Penny,democrat,56.986947
1984,MN,1,Other,independent,0.007729
1984,MN,2,Other,independent,0.007816
1984,MN,2,Weber,republican,63.064538
1984,MN,2,Lundquist,democrat,36.927646
1984,MN,3,Peterson,democrat,26.809119
1984,MN,3,Frenzel,republican,73.181373
1984,MN,3,Other,independent,0.009508
1984,MN,4,Vento,democrat,73.520088
1984,MN,4,Brandli,socialist workers,1.279865
1984,MN,4,Other,independent,0.010523
1984,MN,4,Rachner,republican,25.189524
1984,MN,5,Anderson,citizens,3.281063
1984,MN,5,Weiblen,republican,26.606128
1984,MN,5,Sabo,democrat,70.112809
1984,MN,6,Trueman,republican,39.523333
1984,MN,6,Other,independent,0.012124
1984,MN,6,Sikorski,democrat,60.464543
1984,MN,7,Peterson,democrat,42.949008
1984,MN,7,Other,independent,0.013511
1984,MN,7,Stangeland,republican,57.037481
1984,MN,8,Oberstar,democrat,67.236686
1984,MN,8,Other,independent,0.006086
1984,MN,8,Salner,socialist workers,0.632904
1984,MN,8,Rued,republican,32.124325
1984,MS,1,Hargett,independent,11.643078
1984,MS,1,Whitten,democrat,88.356922
1984,MS,2,Clark,democrat,48.872931
1984,MS,2,Franklin,republican,50.647955
1984,MS,2,Caraway,independent,0.479114
1984,MS,3,Montgomery,democrat,100.000000
1984,MS,4,Armstrong,republican,44.684859
1984,MS,4,Dowdy,democrat,55.315141
1984,MS,5,Lott,republican,84.662595
