year,state_po,district,candidate,party,voteshare
2008,GA,12,Stone,republican,33.999639
2008,GA,13,Honeycutt,republican,30.955039
2008,GA,13,Scott,democrat,69.044961
2008,HI,1,Abercrombie,democrat,70.620023
2008,HI,1,Zhao,libertarian,3.477695
2008,HI,1,Tataii,republican,17.454880
2008,HI,2,Hirono,democrat,69.783049
2008,HI,2,Evans,republican,18.703767
2008,HI,2,Stenshol,independent,1.853916
2008,HI,2,Mallan,libertarian,1.696594
2008,ID,1,Minnick,democrat,50.605751
2008,ID,1,Sali,republican,49.394249
2008,ID,2,Holmes,democrat,28.957898
2008,ID,2,Simpson,republican,71.042102
2008,IL,1,Rush,democrat,85.865356
2008,IL,1,Members,republican,14.134644
2008,IL,2,Jackson,democrat,89.413625
2008,IL,2,Williams,republican,10.585306
2008,IL,3,Lipinski,democrat,73.275335
2008,IL,3,Hawkins,republican,21.371920
2008,IL,3,Pohlen,green,5.352745
2008,IL,4,L_pez,green,7.917281
2008,IL,4,Cunningham,republican,11.478017
2008,IL,4,Gutierrez,democrat,80.604702
2008,IL,5,Emanuel,democrat,73.942796
2008,IL,5,Augustson,green,4.020494
2008,IL,5,Hanson,republican,22.036710
2008,IL,6,Roskam,republican,57.570462
2008,IL,6,Morgenthaler,democrat,42.429538
2008,IL,7,Miller,republican,14.982461
2008,IL,7,Davis,democrat,85.017539
2008,IL,8,Bean,democrat,60.720413
2008,IL,8,Greenberg,republican,39.279587
2008,IL,9,Shanfield,green,3.340433
2008,IL,9,Schakowsky,democrat,74.666470
2008,IL,9,Younan,republican,21.993098
2008,IL,10,Kirk,republican,52.558900
2008,IL,10,Seals,democrat,47.441100
2008,IL,11,Halvorson,democrat,58.400415
2008,IL,11,Wallace,green,7.120276
2008,IL,11,Ozinga,republican,34.479309
2008,IL,12,Costello,democrat,71.396807
2008,IL,12,Richardson,republican,24.945335
2008,IL,12,Jennings,green,3.657845
2008,IL,13,Biggert,republican,53.561530
2008,IL,13,Alesch,green,2.783543
2008,IL,13,Harper,democrat,43.647915
2008,IL,14,Oberweis,republican,42.251999
2008,IL,14,Foster,democrat,57.748001
2008,IL,15,Johnson,republican,64.189370
2008,IL,15,Cox,democrat,35.810630
2008,IL,16,Abboud,democrat,36.079687
2008,IL,16,Summers,green,3.053296
2008,IL,16,Manzullo,republican,60.867017
2008,IL,17,Hare,democrat,99.766568
2008,IL,18,Callahan,democrat,37.938263
2008,IL,18,Schafer,green,3.178775
2008,IL,18,Schock,republican,58.882962
2008,IL,19,Dennis,green,2.160088
2008,IL,19,Shimkus,republican,64.461689
2008,IL,19,Davis,democrat,33.378223
2008,IN,1,Visclosky,democrat,70.900143
2008,IN,1,Duensing,libertarian,1.922190
2008,IN,1,Leyva,republican,27.177667
2008,IN,2,Vogel,libertarian,2.675893
2008,IN,2,Puckett,republican,30.233116
2008,IN,2,Donnelly,democrat,67.090991
2008,IN,3,Larsen,libertarian,5.259139
2008,IN,3,Montagano,democrat,39.702134
2008,IN,3,Souder,republican,55.038727
2008,IN,4,Ackerson,democrat,40.128248
2008,IN,4,Buyer,republican,59.871752
2008,IN,5,Ruley,democrat,34.451296
2008,IN,5,Burton,republican,65.548704
2008,IN,6,Holland,libertarian,2.669504
2008,IN,6,Welsh,democrat,33.378539
2008,IN,6,Pence,republican,63.951957
2008,IN,7,Carson,democrat,65.077516
2008,IN,7,Campo,republican,34.920976
2008,IN,8,Ellsworth,democrat,64.740172
2008,IN,8,Goode,republican,35.259828
2008,IN,9,Hill,democrat,57.768862
2008,IN,9,Schansberg,libertarian,3.822131
2008,IN,9,Sodrel,republican,38.409007
2008,IA,1,Hartsuch,republican,35.393359
2008,IA,1,Braley,democrat,64.606641
2008,IA,2,Miller-meeks,republican,38.804039
2008,IA,2,White,no party affiliation,1.776234
2008,IA,2,Barth,green,2.177088
2008,IA,2,Loebsack,democrat,57.242639
2008,IA,3,Schmett,republican,42.129965
2008,IA,3,Boswell,democrat,56.403700
2008,IA,3,Forrestal,socialist workers,1.466336
2008,IA,4,Greenwald,democrat,39.433188
2008,IA,4,Latham,republican,60.566812
2008,IA,5,King,republican,59.837785
2008,IA,5,Hubler,democrat,37.382571
2008,IA,5,Vara,independent,2.779644
2008,KS,1,Moran,republican,81.880493
2008,KS,1,Burton,reform,2.726818
2008,KS,1,Bordonaro,democrat,13.270007
2008,KS,1,Warner,libertarian,2.122682
2008,KS,2,Martin,reform,1.653065
2008,KS,2,Boyda,democrat,46.211944
2008,KS,2,Jenkins,republican,50.611113
2008,KS,2,Garrard,libertarian,1.523878
2008,KS,3,Tucker,reform,1.097091
2008,KS,3,Bellis,libertarian,2.806960
2008,KS,3,Jordan,republican,39.655518
2008,KS,3,Moore,democrat,56.440430
2008,KS,4,Tiahrt,republican,63.409958
2008,KS,4,Betts,democrat,32.382394
2008,KS,4,Rosile,libertarian,1.908186
2008,KS,4,Ducey,reform,2.299462
2008,KY,1,Ryan,democrat,35.650569
2008,KY,1,Whitfield,republican,64.348269
2008,KY,2,Boswell,democrat,47.427021
2008,KY,2,Guthrie,republican,52.572979
2008,KY,3,Northup,republican,40.634592
2008,KY,3,Yarmuth,democrat,59.365408
2008,KY,4,Davis,republican,63.033745
2008,KY,4,Kelley,democrat,36.966255
2008,KY,5,Holbert,independent,15.890302
2008,KY,5,Rogers,republican,84.109698
2008,KY,6,Larson,republican,35.342163
2008,KY,6,Chandler,democrat,64.657837
2008,LA,1,Harlan,democrat,34.318263
2008,LA,1,Scalise,republican,65.681737
2008,LA,2,Jefferson,democrat,46.825753
2008,LA,2,Kahn,libertarian,0.820849
2008,LA,2,Cao,republican,49.537992
2008,LA,2,Rahim,green,2.815406
2008,LA,3,Melancon,democrat,100.000000
2008,LA,4,Bowen,other,0.729162
2008,LA,4,Carmouche,democrat,47.693687
2008,LA,4,Fleming,republican,48.071771
2008,LA,4,Kelley,no party affiliation,3.505380
2008,LA,5,Alexander,republican,100.000000
2008,LA,6,Jackson,no party affiliation,11.586474
2008,LA,6,Cassidy,republican,48.119174
2008,LA,6,Cazayoux,democrat,40.294351
2008,LA,7,Cravins,democrat,34.327748
2008,LA,7,Boustany,republican,61.883905
2008,LA,7,Vidrine,other,3.788347
2008,ME,1,Pingree,democrat,54.898961
2008,ME,1,Summers,republican,45.101039
2008,ME,2,Michaud,democrat,67.435373
2008,ME,2,Frary,republican,32.564627
2008,MD,1,Harris,republican,48.328063
2008,MD,1,Davis,libertarian,2.461440
2008,MD,1,Kratovil,democrat,49.119230
2008,MD,2,Gaztanaga,libertarian,3.179497
2008,MD,2,Ruppersberger,democrat,71.861848
2008,MD,2,Matthews,republican,24.811007
2008,MD,3,Sarbanes,democrat,69.840100
2008,MD,3,Harris,republican,30.159900
2008,MD,4,Lincecum,libertarian,1.122824
2008,MD,4,James,republican,12.852891
2008,MD,4,Edwards,democrat,85.825280
2008,MD,5,Nicholas,libertarian,2.273797
2008,MD,5,Hoyer,democrat,73.727470
2008,MD,5,Bailey,republican,23.998734
2008,MD,6,Hoover,libertarian,3.349556
2008,MD,6,Dougherty,democrat,38.787723
2008,MD,6,Bartlett,republican,57.762718
2008,MD,7,Cummings,democrat,79.569640
2008,MD,7,Hargadon,republican,18.598409
2008,MD,7,Owens-bey,libertarian,1.823032
2008,MD,8,Hudson,republican,21.695670
2008,MD,8,Thomas,libertarian,0.837731
2008,MD,8,Hollen,democrat,75.074997
2008,MD,8,Clark,green,2.231270
2008,MA,1,Other,independent,0.108521
2008,MA,1,Bech,republican,25.860014
2008,MA,1,Olver,democrat,69.665425
2008,MA,2,Neal,democrat,76.386481
2008,MA,2,Other,independent,1.183430
2008,MA,3,McGovern,democrat,98.490742
2008,MA,3,Other,independent,1.149960
2008,MA,4,Allen,independent,6.642837
2008,MA,4,Sholley,republican,25.292515
2008,MA,4,Other,independent,0.106735
2008,MA,4,Frank,democrat,64.304763
2008,MA,5,Other,independent,0.978846
2008,MA,5,Tsongas,democrat,74.718665
2008,MA,6,Tierney,democrat,70.403844
2008,MA,6,Other,independent,0.074103
2008,MA,6,Baker,republican,28.001169
2008,MA,7,Other,independent,0.142510
2008,MA,7,Cunningham,republican,24.218867
2008,MA,7,Markey,democrat,70.483716
2008,MA,8,Other,independent,1.115514
2008,MA,8,Capuano,democrat,76.032834
2008,MA,9,Lynch,democrat,76.291979
2008,MA,9,Other,independent,0.985445
2008,MA,10,Delahunt,democrat,75.023574
2008,MA,10,Other,independent,1.037523
2008,MI,1,Treacy,green,0.814146
2008,MI,1,Grow,libertarian,0.772661
2008,MI,1,Stupak,democrat,65.038984
2008,MI,1,Casperson,republican,32.741981
2008,MI,1,Warren,u.s. taxpayers,0.631413
2008,MI,2,Graeser,u.s. taxpayers,1.223413
2008,MI,2,Johnson,libertarian,1.600923
2008,MI,2,Hoekstra,republican,62.364915
2008,MI,2,Johnson,democrat,34.810750
2008,MI,3,Sanchez,democrat,35.368706
2008,MI,3,Haas,libertarian,3.525447
2008,MI,3,Ehlers,republican,61.105847
2008,MI,4,Hren,libertarian,1.147791
2008,MI,4,Emerick,u.s. taxpayers,1.229667
2008,MI,4,Camp,republican,61.940964
2008,MI,4,Concannon,democrat,35.681578
2008,MI,5,Sawicki,republican,26.964272
2008,MI,5,Mathenia,green,1.314325
2008,MI,5,Kildee,democrat,70.359822
2008,MI,5,Schwartz,libertarian,1.361582
2008,MI,6,Upton,republican,58.864181
2008,MI,6,Cooney,democrat,38.560470
2008,MI,6,Pinkney,green,1.098715
2008,MI,6,Merle,libertarian,1.476634
2008,MI,7,Schauer,democrat,48.794061
2008,MI,7,Walberg,republican,46.487397
2008,MI,7,Proctor,libertarian,1.760858
2008,MI,7,Meadows,green,2.956380
2008,MI,8,Alexander,democrat,40.234564
2008,MI,8,Zimmer,u.s. taxpayers,0.967625
2008,MI,8,Stuttman,green,1.060820
2008,MI,8,Rogers,republican,56.527667
2008,MI,8,White,libertarian,1.209324
2008,MI,9,Goodman,libertarian,1.390203
2008,MI,9,Peters,democrat,52.082463
2008,MI,9,Knollenberg,republican,42.628060
2008,MI,9,Kevorkian,no party affiliation,2.553393
2008,MI,9,Campbell,green,1.345880
2008,MI,10,Miller,republican,66.302938
2008,MI,10,Caveny,green,1.192740
2008,MI,10,Denison,democrat,31.171768
2008,MI,10,Stephenson,libertarian,1.332555
2008,MI,11,Tatar,libertarian,1.738619
2008,MI,11,McCotter,republican,51.410850
2008,MI,11,Larkin,democrat,45.374614
2008,MI,11,Shelley,green,1.469370
2008,MI,12,Copple,republican,23.872717
2008,MI,12,Levin,democrat,72.066055
2008,MI,12,Townsend,u.s. taxpayers,1.304971
2008,MI,12,Vico,libertarian,1.526202
2008,MI,12,Opalicky,green,1.230054
2008,MI,13,Corsetti,green,4.239959
2008,MI,13,Kilpatrick,democrat,74.132223
2008,MI,13,Creswell,libertarian,2.551323
2008,MI,13,Gubics,republican,19.076495
2008,MI,14,Secula,libertarian,4.352199
2008,MI,14,Shabazz,green,3.250361
2008,MI,14,Conyers,democrat,92.397440
2008,MI,15,Smith,green,2.160286
2008,MI,15,Dingell,democrat,70.703145
2008,MI,15,Stempfle,libertarian,1.220766
2008,MI,15,Wagner,u.s. taxpayers,0.963008
2008,MI,15,Lynch,republican,24.952795
2008,MN,1,Walz,democrat,62.555479
2008,MN,1,Mikkelson,independence,4.483755
2008,MN,1,Davis,republican,32.928099
2008,MN,2,Kline,republican,57.291340
2008,MN,2,Sarvi,democrat,42.553583
2008,MN,3,Dillon,independence,10.558257
2008,MN,3,Paulsen,republican,48.478576
2008,MN,3,Madia,democrat,40.853168
2008,MN,4,McCollum,democrat,68.435242
2008,MN,4,Matthews,republican,31.387927
2008,MN,5,White,republican,22.004852
2008,MN,5,McGaughey,independence,6.915014
2008,MN,5,Ellison,democrat,70.884005
2008,MN,6,Tinklenberg,democrat,43.435589
2008,MN,6,Bachmann,republican,46.408372
2008,MN,6,Anderson,independence,10.053529
2008,MN,7,Menze,republican,27.704782
2008,MN,7,Peterson,democrat,72.295218
2008,MN,8,Oberstar,democrat,67.685931
2008,MN,8,Cummins,republican,32.151174
2008,MS,1,Childers,democrat,54.471292
2008,MS,1,Pang,independent,1.094353
2008,MS,1,Wages,green,0.549520
2008,MS,1,Davis,republican,43.884835
2008,MS,2,Cook,republican,30.949755
2008,MS,2,Thompson,democrat,69.050245
2008,MS,3,Gill,democrat,37.462486
2008,MS,3,Harper,republican,62.537514
2008,MS,4,Taylor,democrat,74.536261
2008,MS,4,McCay,republican,25.463739
2008,MO,1,Cunningham,libertarian,13.141404
2008,MO,1,Clay,democrat,86.856419
2008,MO,2,Akin,republican,62.277061
2008,MO,2,Haas,democrat,35.409629
2008,MO,2,Knapp,libertarian,2.313310
2008,MO,3,Carnahan,democrat,66.368157
2008,MO,3,Babcock,libertarian,1.808759
2008,MO,3,Sander,republican,30.405709
2008,MO,3,Redburn,constitution,1.417375
2008,MO,4,Skelton,democrat,65.910596
2008,MO,4,Parnell,republican,34.089404
2008,MO,5,Turk,republican,35.626846
2008,MO,5,Cleaver,democrat,64.373154
2008,MO,6,Graves,republican,59.427455
2008,MO,6,Barnes,democrat,36.859501
2008,MO,6,Browning,libertarian,3.713044
2008,MO,7,Monroe,democrat,28.157989
2008,MO,7,Craig,libertarian,2.156789
2008,MO,7,Blunt,republican,67.762336
2008,MO,7,Maddox,constitution,1.907726
2008,MO,8,McCullough,libertarian,1.596547
2008,MO,8,Smith,constitution,0.811030
2008,MO,8,Emerson,republican,71.436066
2008,MO,8,Allen,democrat,26.156356
2008,MO,9,Millay,libertarian,2.517270
2008,MO,9,Baker,democrat,47.487853
2008,MO,9,Luetkemeyer,republican,49.994877
2008,MT,0,Driscoll,democrat,32.424621
2008,MT,0,Rehberg,republican,64.144313
2008,MT,0,Fellows,libertarian,3.431067
2008,NE,1,Yashirin,democrat,29.638916
2008,NE,1,Fortenberry,republican,70.361084
2008,NE,2,Esch,democrat,48.073433
2008,NE,2,Terry,republican,51.926567
2008,NE,3,Smith,republican,76.874024
2008,NE,3,Stoddard,democrat,23.125976
2008,NV,1,Wegner,republican,28.322747
2008,NV,1,Alexander,independent american,2.051791
2008,NV,1,Berkley,democrat,67.647496
2008,NV,1,Duensing,libertarian,1.977966
2008,NV,2,Everhart,independent american,3.392510
2008,NV,2,Derby,democrat,41.438456
2008,NV,2,Bergland,green,1.602938
2008,NV,2,Heller,republican,51.824168
2008,NV,2,Morse,libertarian,1.741928
2008,NV,3,Fitzgibbons,independent american,1.983065
2008,NV,3,Reeves,independent,4.265720
2008,NV,3,Silvestri,libertarian,2.905561
2008,NV,3,Titus,democrat,47.428905
2008,NV,3,Gianquinta,green,1.125462
2008,NV,3,Porter,republican,42.291288
2008,NH,1,Bradley,republican,45.864002
2008,NH,1,Shea-porter,democrat,51.759746
2008,NH,1,Kingsbury,libertarian,2.376252
2008,NH,2,Horn,republican,41.424140
2008,NH,2,Lapointe,libertarian,2.134113
2008,NH,2,Hodes,democrat,56.441747
2008,NJ,1,Chapman,back to basics,0.441160
2008,NJ,1,Glading,republican,25.950967
2008,NJ,1,Andrews,democrat,72.399766
2008,NJ,1,Thieke,green,0.675768
2008,NJ,1,Williams,think independently,0.354191
2008,NJ,1,Lindsay,lindsay for congress,0.178147
2008,NJ,2,Kurkowski,democrat,39.085803
2008,NJ,2,Grover,green,0.620851
2008,NJ,2,Stein,rock the boat,0.462029
2008,NJ,2,Rozzo,socialist,0.228197
2008,NJ,2,Boyce,constitution,0.546194
2008,NJ,2,Lobiondo,republican,59.056926
2008,NJ,3,Adler,democrat,52.076291
2008,NJ,3,Meyers,republican,47.923709
2008,NJ,4,Smith,republican,66.211495
2008,NJ,4,Welzer,green,1.155762
2008,NJ,4,Zeitz,democrat,32.632743
2008,NJ,5,Fanning,green,1.721967
2008,NJ,5,Shulman,democrat,42.404541
2008,NJ,5,Garrett,republican,55.873492
2008,NJ,6,Pallone,democrat,66.949163
2008,NJ,6,Tarbous,independent,1.440772
2008,NJ,6,McLeod,republican,31.610065
2008,NJ,7,Stender,democrat,42.221305
2008,NJ,7,Greco,all-day breakfast party,1.102399
2008,NJ,7,Lance,republican,50.218856
2008,NJ,7,Hsing,hsing for congress,5.553939
2008,NJ,7,Abrams,prosperity not war,0.903500
2008,NJ,8,Demarco,libertarian,0.714330
2008,NJ,8,Straten,republican,28.174529
2008,NJ,8,Pascrell,democrat,71.111141
2008,NJ,9,Micco,republican,31.044063
2008,NJ,9,Rothman,democrat,67.526632
2008,NJ,9,Perrone,independent,1.429305
2008,NJ,10,Taber,socialist workers,1.075713
2008,NJ,10,Payne,democrat,98.924287
2008,NJ,11,Wyka,democrat,37.006246
2008,NJ,11,Tedholm,for the people,1.149538
2008,NJ,11,Frelinghuysen,republican,61.844216
2008,NJ,12,Holt,democrat,63.118455
2008,NJ,12,Corsi,common sense ideas,1.564506
2008,NJ,12,Bateman,republican,35.317039
2008,NJ,13,Turula,republican,21.742941
2008,NJ,13,Fernandez,no party affiliation,2.291663
2008,NJ,13,Sires,democrat,75.355079
2008,NJ,13,Vernotico,eliminate the primary,0.610317
2008,NM,1,Heinrich,democrat,55.654447
2008,NM,1,White,republican,44.345553
2008,NM,2,Tinsley,republican,44.041943
2008,NM,2,Teague,democrat,55.958057
2008,NM,3,Miller,independent,12.786975
2008,NM,3,Lujan,democrat,56.741411
2008,NM,3,East,republican,30.471614
2008,NY,1,Bishop,working families,2.678764
2008,NY,1,Bishop,independence,3.966899
2008,NY,1,Zeldin,conservative,4.762183
2008,NY,1,Bishop,democrat,43.518592
2008,NY,1,Zeldin,republican,30.716983
2008,NY,2,Israel,working families,2.332725
2008,NY,2,Israel,independence,4.939399
2008,NY,2,Israel,democrat,59.670845
2008,NY,2,Stalzer,conservative,3.941557
2008,NY,2,Stalzer,republican,29.115474
2008,NY,3,King,independence,3.864979
2008,NY,3,King,conservative,4.803199
2008,NY,3,King,republican,55.251407
2008,NY,3,Long,democrat,34.584294
2008,NY,3,Long,working families,1.496121
2008,NY,4,McCarthy,working families,1.919070
2008,NY,4,McCarthy,democrat,50.816182
2008,NY,4,McCarthy,independence,2.449884
2008,NY,4,Martins,conservative,2.610576
2008,NY,4,Martins,republican,28.269748
2008,NY,5,Ackerman,working families,1.766043
2008,NY,5,Policarpio,conservative,1.895788
2008,NY,5,Berney,republican,27.107254
2008,NY,5,Ackerman,independence,2.572226
2008,NY,5,Ackerman,democrat,66.658689
2008,NY,6,Meeks,democrat,67.121178
2008,NY,7,Crowley,democrat,81.457238
2008,NY,7,Britt,conservative,1.503544
2008,NY,7,Britt,republican,13.844186
2008,NY,7,Crowley,working families,2.364720
2008,NY,8,Lin,conservative,0.854937
2008,NY,8,Nadler,democrat,60.083717
2008,NY,8,Nadler,working families,3.404743
2008,NY,8,Lin,republican,14.570261
2008,NY,9,Weiner,democrat,87.986698
2008,NY,9,Weiner,working families,3.007830
2008,NY,9,Donohue,conservative,4.125671
2008,NY,10,Towns,democrat,94.190884
2008,NY,10,Grupico,conservative,0.826577
2008,NY,10,Grupico,republican,3.586276
2008,NY,11,Gore,conservative,0.834787
2008,NY,11,Clarke,democrat,87.074834
2008,NY,11,Clarke,working families,4.470795
2008,NY,11,Carr,republican,5.040955
2008,NY,12,Velђ___quez,working families,5.423937
2008,NY,12,Romaguera,republican,9.127126
2008,NY,12,Velђ___quez,democrat,84.526429
2008,NY,12,Romaguera,conservative,0.693727
2008,NY,13,Straniere,republican,33.318570
2008,NY,13,Cochrane,conservative,3.094351
2008,NY,13,McMahon,working families,2.927070
2008,NY,13,McMahon,democrat,47.890232
2008,NY,13,Morano,independence,2.200975
2008,NY,14,Maloney,democrat,76.946830
2008,NY,14,Heim,republican,18.922031
2008,NY,14,Maloney,working families,2.481136
2008,NY,14,Matos,libertarian,0.968346
2008,NY,15,Rangel,democrat,85.753689
2008,NY,15,Daniels,republican,7.890233
2008,NY,15,Koppel,socialist workers,0.873311
2008,NY,15,Schley,vote people change,1.512488
2008,NY,15,Rangel,working families,2.765144
2008,NY,16,Mohamed,conservative,0.415442
2008,NY,16,Serrano,working families,2.936955
2008,NY,16,Serrano,democrat,93.654446
2008,NY,16,Mohamed,republican,2.993157
2008,NY,17,Engel,working families,2.568944
2008,NY,17,Goodman,conservative,2.329697
2008,NY,17,Engel,democrat,73.986782
2008,NY,17,Engel,independence,3.322277
2008,NY,17,Goodman,republican,14.765861
2008,NY,18,Russell,conservative,2.844228
2008,NY,18,Russell,republican,24.248414
2008,NY,18,Lowey,working families,2.458712
2008,NY,18,Lowey,democrat,55.413736
2008,NY,19,Hall,independence,5.174254
2008,NY,19,Hall,democrat,44.046364
2008,NY,19,Hall,working families,2.215843
2008,NY,19,Lalor,republican,32.389941
2008,NY,19,Lalor,conservative,3.839818
2008,NY,20,Treadwell,independence,2.397256
2008,NY,20,Gillibrand,democrat,53.476977
2008,NY,20,Gillibrand,working families,4.378339
2008,NY,20,Treadwell,conservative,3.010612
2008,NY,20,Treadwell,republican,29.855161
2008,NY,21,Buhrmaster,republican,30.910640
2008,NY,21,Buhrmaster,conservative,4.108030
2008,NY,21,Steck,independence,2.887439
2008,NY,21,Tonko,working families,4.146094
2008,NY,21,Tonko,democrat,51.244987
2008,NY,22,Hinchey,independence,4.462244
2008,NY,22,Hinchey,working families,3.941912
2008,NY,22,Phillips,conservative,3.373094
2008,NY,22,Phillips,republican,26.393820
2008,NY,22,Hinchey,democrat,50.753873
2008,NY,23,McHugh,conservative,4.245317
2008,NY,23,McHugh,independence,5.919598
2008,NY,23,McHugh,republican,46.232937
2008,NY,23,Oot,democrat,26.809653
2008,NY,23,Oot,working families,2.233213
2008,NY,24,Hanna,republican,36.644406
2008,NY,24,Arcuri,working families,3.351128
2008,NY,24,Arcuri,democrat,43.012754
2008,NY,24,Hanna,conservative,2.816592
2008,NY,24,Hanna,independence,3.386929
2008,NY,25,Sweetland,republican,37.151615
2008,NY,25,Maffei,democrat,51.655491
2008,NY,25,Maffei,working families,3.164678
2008,NY,25,Sweetland,conservative,4.724898
2008,NY,25,Hawkins,green,2.943386
2008,NY,26,Lee,conservative,5.129362
2008,NY,26,Powers,working families,4.477557
2008,NY,26,Kryzan,democrat,40.549189
2008,NY,26,Lee,republican,46.183127
2008,NY,26,Lee,independence,3.061398
2008,NY,27,Schroeder,conservative,2.996654
2008,NY,27,Humiston,independence,2.377928
2008,NY,27,Higgins,democrat,67.801799
2008,NY,27,Humiston,republican,17.178642
2008,NY,27,Higgins,working families,5.627521
2008,NY,28,Crimmen,conservative,3.015203
2008,NY,28,Slaughter,working families,3.533850
2008,NY,28,Slaughter,independence,4.257607
2008,NY,28,Slaughter,democrat,70.211209
2008,NY,28,Crimmen,republican,15.453479
2008,NY,29,Massa,working families,3.265174
2008,NY,29,Kuhl,conservative,3.944830
2008,NY,29,Kuhl,republican,42.120133
2008,NY,29,Kuhl,independence,2.663538
2008,NY,29,Massa,democrat,42.800799
2008,NC,1,Butterfield,democrat,70.282677
2008,NC,1,Stephens,republican,29.717323
2008,NC,2,Adkins,libertarian,1.801763
2008,NC,2,Mansell,republican,31.271320
2008,NC,2,Etheridge,democrat,66.926918
2008,NC,3,Weber,democrat,34.100310
2008,NC,3,Jones,republican,65.899690
2008,NC,4,Lawson,republican,36.680423
2008,NC,4,Price,democrat,63.319577
2008,NC,5,Carter,democrat,41.631516
2008,NC,5,Foxx,republican,58.368484
2008,NC,6,Coble,republican,66.997281
2008,NC,6,Bratton,democrat,33.002719
2008,NC,7,Breazeale,republican,31.155647
2008,NC,7,McIntyre,democrat,68.844353
2008,NC,8,Kissell,democrat,55.382127
2008,NC,8,Hayes,republican,44.617873
2008,NC,9,Grum,libertarian,1.736428
2008,NC,9,Taylor,democrat,35.892652
2008,NC,9,Myrick,republican,62.370919
2008,NC,10,McHenry,republican,57.550934
2008,NC,10,Johnson,democrat,42.449066
2008,NC,11,Mumpower,republican,35.832482
2008,NC,11,Shuler,democrat,61.961282
2008,NC,11,Smith,libertarian,2.206236
2008,NC,12,Watt,democrat,71.558587
2008,NC,12,Cobb,republican,28.441413
2008,NC,13,Webster,republican,34.066690
2008,NC,13,Miller,democrat,65.933310
2008,ND,0,Sand,republican,38.025895
2008,ND,0,Pomeroy,democrat,61.974105
2008,OH,1,Driehaus,democrat,52.467177
2008,OH,1,Chabot,republican,47.481521
2008,OH,2,Wulsin,democrat,37.459363
2008,OH,2,Schmidt,republican,44.831194
2008,OH,2,Krikorian,independent,17.703785
2008,OH,3,Turner,republican,63.319628
2008,OH,3,Mitakides,democrat,36.680372
2008,OH,4,Jordan,republican,65.167879
2008,OH,4,Carroll,democrat,34.832121
2008,OH,5,Mays,democrat,35.909006
2008,OH,5,Latta,republican,64.090994
2008,OH,6,Stobbs,republican,32.838119
2008,OH,6,Wilson,democrat,62.283211
2008,OH,6,Spisak,green,4.878669
2008,OH,7,Austria,republican,58.215348
2008,OH,7,Neuhardt,democrat,41.784652
2008,OH,8,Boehner,republican,67.903674
2008,OH,8,Stein,democrat,32.096326
2008,OH,9,Leavitt,republican,25.626495
2008,OH,9,Kaptur,democrat,74.373505
2008,OH,10,Conroy,libertarian,3.851578
2008,OH,10,Trakas,republican,39.127802
2008,OH,10,Kucinich,democrat,57.020619
2008,OH,11,Fudge,democrat,85.230784
2008,OH,11,Pekarek,republican,14.711505
2008,OH,12,Tiberi,republican,54.787340
2008,OH,12,Robinson,democrat,42.241695
2008,OH,12,Linnabary,libertarian,2.970965
2008,OH,13,Potter,republican,35.293960
2008,OH,13,Sutton,democrat,64.706040
2008,OH,14,ONeill,democrat,38.740397
2008,OH,14,Latourette,republican,58.316961
2008,OH,14,Macko,libertarian,2.942642
2008,OH,15,Noble,libertarian,4.627795
2008,OH,15,Stivers,republican,45.179339
2008,OH,15,Kilroy,democrat,45.940271
2008,OH,15,Eckhart,independent,4.250620
2008,OH,16,Boccieri,democrat,55.363091
2008,OH,16,Schuring,republican,44.636909
2008,OH,17,Ryan,democrat,78.145885
2008,OH,17,Grassell,republican,21.854115
2008,OH,18,Space,democrat,59.874625
2008,OH,18,Dailey,republican,40.125375
2008,OK,1,Oliver,democrat,33.832374
2008,OK,1,Sullivan,republican,66.167626
2008,OK,2,Wickson,republican,29.530928
2008,OK,2,Boren,democrat,70.469072
2008,OK,3,Robbins,democrat,23.565303
2008,OK,3,Lucas,republican,69.718073
2008,OK,3,Michael,independent,6.716624
2008,OK,4,Cole,republican,66.016328
2008,OK,4,Cummings,democrat,29.208046
2008,OK,4,Joyce,independent,4.775626
2008,OK,5,Perry,democrat,34.108408
2008,OK,5,Fallin,republican,65.891592
2008,OR,1,Tabor,libertarian,3.308372
2008,OR,1,Henry,green,2.145385
2008,OR,1,Other,independent,1.237028
2008,OR,1,Semrau,constitution,4.265488
2008,OR,1,Haugen,independent,17.540813
2008,OR,1,Wu,democrat,71.502913
2008,OR,2,Hake,constitution,1.708977
2008,OR,2,Other,independent,0.201246
2008,OR,2,Walden,republican,69.499000
2008,OR,2,Mock,green,2.840363
2008,OR,2,Lemas,democrat,25.750414
2008,OR,3,Blumenauer,democrat,74.542165
2008,OR,3,Meo,green,4.416499
2008,OR,3,Other,independent,0.205534
2008,OR,3,Lopez,republican,20.835801
2008,OR,4,Defazio,democrat,82.342150
2008,OR,4,Germond,constitution,12.908429
2008,OR,4,Beilstein,green,3.938997
2008,OR,4,Other,independent,0.810424
2008,OR,5,Other,independent,0.396206
2008,OR,5,Patterson,constitution,1.959519
2008,OR,5,Schrader,democrat,54.254887
2008,OR,5,Erickson,republican,38.334917
2008,OR,5,Polikoff,green,1.575264
2008,OR,5,Bates,independent,2.040792
2008,OR,5,Milligan,libertarian,1.438415
2008,PA,1,Muhammad,republican,9.238430
2008,PA,1,Brady,democrat,90.761570
