date,region,candidate,party,voteshare,version
11/7/2000,Audubon__IA,Gore,democrat,0.470401691331924,20191203
11/7/2000,Audubon__IA,Bush,republican,0.504492600422833,20191203
11/7/2000,Audubon__IA,Nader,green,0.0147991543340381,20191203
11/7/2000,Audubon__IA,Other,NA,0.0103065539112051,20191203
11/7/2000,Auglaize__OH,Gore,democrat,0.279710436356324,20191203
11/7/2000,Auglaize__OH,Bush,republican,0.692238085662578,20191203
11/7/2000,Auglaize__OH,Nader,green,0.018700985320732,20191203
11/7/2000,Auglaize__OH,Other,NA,0.00935049266036598,20191203
11/7/2000,Augusta__VA,Gore,democrat,0.262870483953939,20191203
11/7/2000,Augusta__VA,Bush,republican,0.702148708005223,20191203
11/7/2000,Augusta__VA,Nader,green,0.0208539432551146,20191203
11/7/2000,Augusta__VA,Other,NA,0.0141268647857228,20191203
11/7/2000,Aurora__SD,Gore,democrat,0.363057324840764,20191203
11/7/2000,Aurora__SD,Bush,republican,0.599433828733192,20191203
11/7/2000,Aurora__SD,Nader,green,,20191203
11/7/2000,Aurora__SD,Other,NA,0.0375088464260439,20191203
11/7/2000,Austin__TX,Gore,democrat,0.260864853148369,20191203
11/7/2000,Austin__TX,Bush,republican,0.721903110436762,20191203
11/7/2000,Austin__TX,Nader,green,0.012138289801669,20191203
11/7/2000,Austin__TX,Other,NA,0.00509374661320039,20191203
11/7/2000,Autauga__AL,Gore,democrat,0.2871920037192,20191203
11/7/2000,Autauga__AL,Bush,republican,0.696943282194328,20191203
11/7/2000,Autauga__AL,Nader,green,0.00929800092980009,20191203
11/7/2000,Autauga__AL,Other,NA,0.00656671315667132,20191203
11/7/2000,Avery__NC,Gore,democrat,0.251867343890051,20191203
11/7/2000,Avery__NC,Bush,republican,0.740364505527338,20191203
11/7/2000,Avery__NC,Nader,green,,20191203
11/7/2000,Avery__NC,Other,NA,0.00776815058261129,20191203
11/7/2000,Avoyelles__LA,Gore,democrat,0.457312495734662,20191203
11/7/2000,Avoyelles__LA,Bush,republican,0.50017061352624,20191203
11/7/2000,Avoyelles__LA,Nader,green,0.0116017197843445,20191203
11/7/2000,Avoyelles__LA,Other,NA,0.0309151709547533,20191203
11/7/2000,Baca__CO,Gore,democrat,0.233099209833187,20191203
11/7/2000,Baca__CO,Bush,republican,0.730026338893766,20191203
11/7/2000,Baca__CO,Nader,green,0.0206321334503951,20191203
11/7/2000,Baca__CO,Other,NA,0.0162423178226514,20191203
11/7/2000,Bacon__GA,Gore,democrat,0.319198664440735,20191203
11/7/2000,Bacon__GA,Bush,republican,0.671118530884808,20191203
11/7/2000,Bacon__GA,Nader,green,0.000667779632721202,20191203
11/7/2000,Bacon__GA,Other,NA,0.00901502504173623,20191203
11/7/2000,Bailey__TX,Gore,democrat,0.233492822966507,20191203
11/7/2000,Bailey__TX,Bush,republican,0.760287081339713,20191203
11/7/2000,Bailey__TX,Nader,green,0.00287081339712919,20191203
11/7/2000,Bailey__TX,Other,NA,0.00334928229665072,20191203
11/7/2000,Baker__FL,Gore,democrat,0.293352955604611,20191203
11/7/2000,Baker__FL,Bush,republican,0.688005886681383,20191203
11/7/2000,Baker__FL,Nader,green,0.00649987736080451,20191203
11/7/2000,Baker__FL,Other,NA,0.0121412803532009,20191203
11/7/2000,Baker__GA,Gore,democrat,0.58788676761027,20191203
11/7/2000,Baker__GA,Bush,republican,0.404871626069783,20191203
11/7/2000,Baker__GA,Nader,green,,20191203
11/7/2000,Baker__GA,Other,NA,0.00724160631994733,20191203
11/7/2000,Baker__OR,Gore,democrat,0.265802857834827,20191203
11/7/2000,Baker__OR,Bush,republican,0.680310002421894,20191203
11/7/2000,Baker__OR,Nader,green,0.0349963671591184,20191203
11/7/2000,Baker__OR,Other,NA,0.0188907725841608,20191203
11/7/2000,Baldwin__AL,Gore,democrat,0.24782223796034,20191203
11/7/2000,Baldwin__AL,Bush,republican,0.723654390934844,20191203
11/7/2000,Baldwin__AL,Nader,green,0.0182896600566572,20191203
11/7/2000,Baldwin__AL,Other,NA,0.0102337110481586,20191203
11/7/2000,Baldwin__GA,Gore,democrat,0.485980537687613,20191203
11/7/2000,Baldwin__GA,Bush,republican,0.498185716641926,20191203
11/7/2000,Baldwin__GA,Nader,green,0.00181428335807356,20191203
11/7/2000,Baldwin__GA,Other,NA,0.0140194623123866,20191203
11/7/2000,Ballard__KY,Gore,democrat,0.49867374005305,20191203
11/7/2000,Ballard__KY,Bush,republican,0.483819628647215,20191203
11/7/2000,Ballard__KY,Nader,green,0.00610079575596817,20191203
11/7/2000,Ballard__KY,Other,NA,0.0114058355437666,20191203
11/7/2000,Baltimore__MD,Gore,democrat,0.52825863906026,20191203
11/7/2000,Baltimore__MD,Bush,republican,0.437487667881243,20191203
11/7/2000,Baltimore__MD,Nader,green,0.0280974993751726,20191203
11/7/2000,Baltimore__MD,Other,NA,0.00615619368332434,20191203
11/7/2000,Baltimore_City__MD,Gore,democrat,0.825164757489449,20191203
11/7/2000,Baltimore_City__MD,Bush,republican,0.141109332446311,20191203
11/7/2000,Baltimore_City__MD,Nader,green,0.02864805305503,20191203
11/7/2000,Baltimore_City__MD,Other,NA,0.00507785700920979,20191203
11/7/2000,Bamberg__SC,Gore,democrat,0.621689785624212,20191203
11/7/2000,Bamberg__SC,Bush,republican,0.368762385155828,20191203
11/7/2000,Bamberg__SC,Nader,green,0.00342280670149523,20191203
11/7/2000,Bamberg__SC,Other,NA,0.00612502251846514,20191203
11/7/2000,Bandera__TX,Gore,democrat,0.19606764746322,20191203
11/7/2000,Bandera__TX,Bush,republican,0.771758559054035,20191203
11/7/2000,Bandera__TX,Nader,green,0.0215866904991063,20191203
11/7/2000,Bandera__TX,Other,NA,0.0105871029836381,20191203
11/7/2000,Banks__GA,Gore,democrat,0.269137436576219,20191203
11/7/2000,Banks__GA,Bush,republican,0.706375468784469,20191203
11/7/2000,Banks__GA,Nader,green,0.00308846238694022,20191203
11/7/2000,Banks__GA,Other,NA,0.0213986322523715,20191203
11/7/2000,Banner__NE,Gore,democrat,0.140692640692641,20191203
11/7/2000,Banner__NE,Bush,republican,0.844155844155844,20191203
11/7/2000,Banner__NE,Nader,green,0.00432900432900433,20191203
11/7/2000,Banner__NE,Other,NA,0.0108225108225108,20191203
11/7/2000,Bannock__ID,Gore,democrat,0.353040321535071,20191203
11/7/2000,Bannock__ID,Bush,republican,0.5906586282899,20191203
11/7/2000,Bannock__ID,Nader,green,0.0298197847789446,20191203
11/7/2000,Bannock__ID,Other,NA,0.0264812653960845,20191203
11/7/2000,Baraga__MI,Gore,democrat,0.412614205717654,20191203
11/7/2000,Baraga__MI,Bush,republican,0.541114058355438,20191203
11/7/2000,Baraga__MI,Nader,green,0.0415561450044209,20191203
11/7/2000,Baraga__MI,Other,NA,0.00471559092248747,20191203
11/7/2000,Barber__KS,Gore,democrat,0.255004003202562,20191203
11/7/2000,Barber__KS,Bush,republican,0.702562049639712,20191203
11/7/2000,Barber__KS,Nader,green,0.0292233787029624,20191203
11/7/2000,Barber__KS,Other,NA,0.0132105684547638,20191203
11/7/2000,Barbour__AL,Gore,democrat,0.499086099086099,20191203
11/7/2000,Barbour__AL,Bush,republican,0.49023569023569,20191203
11/7/2000,Barbour__AL,Nader,green,0.00442520442520443,20191203
11/7/2000,Barbour__AL,Other,NA,0.00625300625300625,20191203
11/7/2000,Barbour__WV,Gore,democrat,0.41365063625847,20191203
11/7/2000,Barbour__WV,Bush,republican,0.563708477937531,20191203
11/7/2000,Barbour__WV,Nader,green,0.0147083126755908,20191203
11/7/2000,Barbour__WV,Other,NA,0.00793257312840853,20191203
11/7/2000,Barnes__ND,Gore,democrat,0.336290883785665,20191203
11/7/2000,Barnes__ND,Bush,republican,0.600556715379262,20191203
11/7/2000,Barnes__ND,Nader,green,0.0278357689631176,20191203
11/7/2000,Barnes__ND,Other,NA,0.0353166318719555,20191203
11/7/2000,Barnstable__MA,Gore,democrat,0.515030639380275,20191203
11/7/2000,Barnstable__MA,Bush,republican,0.410336455081512,20191203
11/7/2000,Barnstable__MA,Nader,green,0.065870538295096,20191203
11/7/2000,Barnstable__MA,Other,NA,0.00876236724311646,20191203
11/7/2000,Barnwell__SC,Gore,democrat,0.44236346060899,20191203
11/7/2000,Barnwell__SC,Bush,republican,0.546278395360077,20191203
11/7/2000,Barnwell__SC,Nader,green,0.00519574673755437,20191203
11/7/2000,Barnwell__SC,Other,NA,0.00616239729337844,20191203
11/7/2000,Barren__KY,Gore,democrat,0.356110950592314,20191203
11/7/2000,Barren__KY,Bush,republican,0.631392661080613,20191203
11/7/2000,Barren__KY,Nader,green,0.00780121352210344,20191203
11/7/2000,Barren__KY,Other,NA,0.00469517480496966,20191203
11/7/2000,Barron__WI,Gore,democrat,0.448553054662379,20191203
11/7/2000,Barron__WI,Bush,republican,0.494774919614148,20191203
11/7/2000,Barron__WI,Nader,green,0.0506933279742765,20191203
11/7/2000,Barron__WI,Other,NA,0.00597869774919614,20191203
11/7/2000,Barrow__GA,Gore,democrat,0.302181457610312,20191203
11/7/2000,Barrow__GA,Bush,republican,0.654850437944141,20191203
11/7/2000,Barrow__GA,Nader,green,0.00504048917534292,20191203
11/7/2000,Barrow__GA,Other,NA,0.0379276152702033,20191203
11/7/2000,Barry__MI,Gore,democrat,0.37223746380125,20191203
11/7/2000,Barry__MI,Bush,republican,0.598841639993903,20191203
11/7/2000,Barry__MI,Nader,green,0.0233196159122085,20191203
11/7/2000,Barry__MI,Other,NA,0.00560128029263832,20191203
11/7/2000,Barry__MO,Gore,democrat,0.334330530401035,20191203
11/7/2000,Barry__MO,Bush,republican,0.63753234152652,20191203
11/7/2000,Barry__MO,Nader,green,0.015604786545925,20191203
11/7/2000,Barry__MO,Other,NA,0.0125323415265201,20191203
11/7/2000,Bartholomew__IN,Gore,democrat,0.349838953781676,20191203
11/7/2000,Bartholomew__IN,Bush,republican,0.628662346229966,20191203
11/7/2000,Bartholomew__IN,Nader,green,0.00702394349800147,20191203
11/7/2000,Bartholomew__IN,Other,NA,0.0144747564903566,20191203
11/7/2000,Barton__KS,Gore,democrat,0.29557279780922,20191203
11/7/2000,Barton__KS,Bush,republican,0.666544956640803,20191203
11/7/2000,Barton__KS,Nader,green,0.0229119123687814,20191203
11/7/2000,Barton__KS,Other,NA,0.0149703331811958,20191203
11/7/2000,Barton__MO,Gore,democrat,0.265374580693254,20191203
11/7/2000,Barton__MO,Bush,republican,0.714871412597838,20191203
11/7/2000,Barton__MO,Nader,green,0.0139768915393217,20191203
11/7/2000,Barton__MO,Other,NA,0.00577711516958628,20191203
11/7/2000,Bartow__GA,Gore,democrat,0.329572889688776,20191203
11/7/2000,Bartow__GA,Bush,republican,0.646152495500636,20191203
11/7/2000,Bartow__GA,Nader,green,0.00241429261226461,20191203
11/7/2000,Bartow__GA,Other,NA,0.0218603221983232,20191203
11/7/2000,Bastrop__TX,Gore,democrat,0.380871750054621,20191203
11/7/2000,Bastrop__TX,Bush,republican,0.563141795936203,20191203
11/7/2000,Bastrop__TX,Nader,green,0.0475748306751147,20191203
11/7/2000,Bastrop__TX,Other,NA,0.00841162333406161,20191203
11/7/2000,Bates__MO,Gore,democrat,0.434548254620123,20191203
11/7/2000,Bates__MO,Bush,republican,0.544789527720739,20191203
11/7/2000,Bates__MO,Nader,green,0.0107802874743326,20191203
11/7/2000,Bates__MO,Other,NA,0.00988193018480493,20191203
11/7/2000,Bath__KY,Gore,democrat,0.466577241225129,20191203
11/7/2000,Bath__KY,Bush,republican,0.514866979655712,20191203
11/7/2000,Bath__KY,Nader,green,0.0109546165884194,20191203
11/7/2000,Bath__KY,Other,NA,0.00760116253074,20191203
11/7/2000,Bath__VA,Gore,democrat,0.371945701357466,20191203
11/7/2000,Bath__VA,Bush,republican,0.593212669683258,20191203
11/7/2000,Bath__VA,Nader,green,0.0158371040723982,20191203
11/7/2000,Bath__VA,Other,NA,0.0190045248868778,20191203
11/7/2000,Baxter__AR,Gore,democrat,0.389992817811827,20191203
11/7/2000,Baxter__AR,Bush,republican,0.570864256643524,20191203
11/7/2000,Baxter__AR,Nader,green,0.0256763227196553,20191203
11/7/2000,Baxter__AR,Other,NA,0.013466602824994,20191203
11/7/2000,Bay__FL,Gore,democrat,0.32055097355667,20191203
11/7/2000,Bay__FL,Bush,republican,0.657035966329394,20191203
11/7/2000,Bay__FL,Nader,green,0.0140804353371312,20191203
11/7/2000,Bay__FL,Other,NA,0.00833262477680469,20191203
11/7/2000,Bay__MI,Gore,democrat,0.547118289565419,20191203
11/7/2000,Bay__MI,Bush,republican,0.428964288480905,20191203
11/7/2000,Bay__MI,Nader,green,0.0188240762258889,20191203
11/7/2000,Bay__MI,Other,NA,0.00509334572778682,20191203
11/7/2000,Bayfield__WI,Gore,democrat,0.536021310085967,20191203
11/7/2000,Bayfield__WI,Bush,republican,0.395447390725269,20191203
11/7/2000,Bayfield__WI,Nader,green,0.0618718973241313,20191203
11/7/2000,Bayfield__WI,Other,NA,0.00665940186463252,20191203
11/7/2000,Baylor__TX,Gore,democrat,0.334173387096774,20191203
11/7/2000,Baylor__TX,Bush,republican,0.647681451612903,20191203
11/7/2000,Baylor__TX,Nader,green,0.0131048387096774,20191203
11/7/2000,Baylor__TX,Other,NA,0.00504032258064516,20191203
11/7/2000,Beadle__SD,Gore,democrat,0.415557565576948,20191203
11/7/2000,Beadle__SD,Bush,republican,0.561700478097945,20191203
11/7/2000,Beadle__SD,Nader,green,,20191203
11/7/2000,Beadle__SD,Other,NA,0.0227419563251066,20191203
11/7/2000,Bear_Lake__ID,Gore,democrat,0.178337357709555,20191203
11/7/2000,Bear_Lake__ID,Bush,republican,0.791997240427734,20191203
11/7/2000,Bear_Lake__ID,Nader,green,0.00517419799931011,20191203
11/7/2000,Bear_Lake__ID,Other,NA,0.0244912038634012,20191203
11/7/2000,Beaufort__NC,Gore,democrat,0.383180269161901,20191203
11/7/2000,Beaufort__NC,Bush,republican,0.60827124126379,20191203
11/7/2000,Beaufort__NC,Nader,green,,20191203
11/7/2000,Beaufort__NC,Other,NA,0.00854848957430832,20191203
11/7/2000,Beaufort__SC,Gore,democrat,0.396099483555314,20191203
11/7/2000,Beaufort__SC,Bush,republican,0.578984325450757,20191203
11/7/2000,Beaufort__SC,Nader,green,0.019162815982604,20191203
11/7/2000,Beaufort__SC,Other,NA,0.00575337501132554,20191203
11/7/2000,Beauregard__LA,Gore,democrat,0.324293322408849,20191203
11/7/2000,Beauregard__LA,Bush,republican,0.644162228594838,20191203
11/7/2000,Beauregard__LA,Nader,green,0.0126997132322819,20191203
11/7/2000,Beauregard__LA,Other,NA,0.0188447357640311,20191203
11/7/2000,Beaver__OK,Gore,democrat,0.138029315960912,20191203
11/7/2000,Beaver__OK,Bush,republican,0.851791530944625,20191203
11/7/2000,Beaver__OK,Nader,green,,20191203
11/7/2000,Beaver__OK,Other,NA,0.0101791530944625,20191203
11/7/2000,Beaver__PA,Gore,democrat,0.528922587746117,20191203
11/7/2000,Beaver__PA,Bush,republican,0.441495794436971,20191203
11/7/2000,Beaver__PA,Nader,green,0.0197029608794315,20191203
11/7/2000,Beaver__PA,Other,NA,0.00987865693748047,20191203
11/7/2000,Beaver__UT,Gore,democrat,0.240230905861456,20191203
11/7/2000,Beaver__UT,Bush,republican,0.734014209591474,20191203
11/7/2000,Beaver__UT,Nader,green,0.0168738898756661,20191203
11/7/2000,Beaver__UT,Other,NA,0.0088809946714032,20191203
11/7/2000,Beaverhead__MT,Gore,democrat,0.190419447092469,20191203
11/7/2000,Beaverhead__MT,Bush,republican,0.741897044804576,20191203
11/7/2000,Beaverhead__MT,Nader,green,0.051954242135367,20191203
11/7/2000,Beaverhead__MT,Other,NA,0.0157292659675882,20191203
11/7/2000,Becker__MN,Gore,democrat,0.366496895276634,20191203
11/7/2000,Becker__MN,Bush,republican,0.568757412963092,20191203
11/7/2000,Becker__MN,Nader,green,0.0412335170585362,20191203
11/7/2000,Becker__MN,Other,NA,0.0235121747017372,20191203
11/7/2000,Beckham__OK,Gore,democrat,0.368646662584201,20191203
11/7/2000,Beckham__OK,Bush,republican,0.622627066748316,20191203
11/7/2000,Beckham__OK,Nader,green,,20191203
11/7/2000,Beckham__OK,Other,NA,0.00872627066748316,20191203
11/7/2000,Bedford__PA,Gore,democrat,0.281656804733728,20191203
11/7/2000,Bedford__PA,Bush,republican,0.699665551839465,20191203
11/7/2000,Bedford__PA,Nader,green,0.0136351942372009,20191203
11/7/2000,Bedford__PA,Other,NA,0.00504244918960638,20191203
11/7/2000,Bedford__TN,Gore,democrat,0.502662406815761,20191203
11/7/2000,Bedford__TN,Bush,republican,0.484230359629721,20191203
11/7/2000,Bedford__TN,Nader,green,0.00655361677725895,20191203
11/7/2000,Bedford__TN,Other,NA,0.00655361677725895,20191203
11/7/2000,Bedford__VA,Gore,democrat,0.312057822478871,20191203
11/7/2000,Bedford__VA,Bush,republican,0.658686756663735,20191203
11/7/2000,Bedford__VA,Nader,green,0.0143791349573597,20191203
11/7/2000,Bedford__VA,Other,NA,0.0148762859000344,20191203
11/7/2000,Bedford__VA,Gore,democrat,0.441622285948382,20191203
11/7/2000,Bedford__VA,Bush,republican,0.519868906185989,20191203
11/7/2000,Bedford__VA,Nader,green,0.0155673904137649,20191203
11/7/2000,Bedford__VA,Other,NA,0.022941417451864,20191203
11/7/2000,Bee__TX,Gore,democrat,0.455582232893157,20191203
11/7/2000,Bee__TX,Bush,republican,0.531692677070828,20191203
11/7/2000,Bee__TX,Nader,green,0.00792316926770708,20191203
11/7/2000,Bee__TX,Other,NA,0.00480192076830732,20191203
11/7/2000,Belknap__NH,Gore,democrat,0.400037320395596,20191203
11/7/2000,Belknap__NH,Bush,republican,0.552304534428065,20191203
11/7/2000,Belknap__NH,Nader,green,0.0364620264974809,20191203
11/7/2000,Belknap__NH,Other,NA,0.011196118678858,20191203
11/7/2000,Bell__KY,Gore,democrat,0.451135613985487,20191203
11/7/2000,Bell__KY,Bush,republican,0.526340589953822,20191203
11/7/2000,Bell__KY,Nader,green,0.00961266610121572,20191203
11/7/2000,Bell__KY,Other,NA,0.012911129959476,20191203
11/7/2000,Bell__TX,Gore,democrat,0.331974530343967,20191203
11/7/2000,Bell__TX,Bush,republican,0.651087832393231,20191203
11/7/2000,Bell__TX,Nader,green,0.0115024253053357,20191203
11/7/2000,Bell__TX,Other,NA,0.00543521195746631,20191203
11/7/2000,Belmont__OH,Gore,democrat,0.530174844895657,20191203
11/7/2000,Belmont__OH,Bush,republican,0.418864669387213,20191203
11/7/2000,Belmont__OH,Nader,green,0.0239872598785707,20191203
11/7/2000,Belmont__OH,Other,NA,0.0269732258385588,20191203
11/7/2000,Beltrami__MN,Gore,democrat,0.424057617471104,20191203
11/7/2000,Beltrami__MN,Bush,republican,0.484753441366092,20191203
11/7/2000,Beltrami__MN,Nader,green,0.0737062205959226,20191203
11/7/2000,Beltrami__MN,Other,NA,0.0174827205668816,20191203
11/7/2000,Ben_Hill__GA,Gore,democrat,0.479296288350139,20191203
11/7/2000,Ben_Hill__GA,Bush,republican,0.510834584853036,20191203
11/7/2000,Ben_Hill__GA,Nader,green,,20191203
11/7/2000,Ben_Hill__GA,Other,NA,0.00986912679682472,20191203
11/7/2000,Benewah__ID,Gore,democrat,0.242744778953078,20191203
11/7/2000,Benewah__ID,Bush,republican,0.706807702739354,20191203
11/7/2000,Benewah__ID,Nader,green,0.0151885001356116,20191203
11/7/2000,Benewah__ID,Other,NA,0.0352590181719555,20191203
11/7/2000,Bennett__SD,Gore,democrat,0.337813620071685,20191203
11/7/2000,Bennett__SD,Bush,republican,0.637992831541219,20191203
11/7/2000,Bennett__SD,Nader,green,,20191203
11/7/2000,Bennett__SD,Other,NA,0.0241935483870968,20191203
11/7/2000,Bennington__VT,Gore,democrat,0.510324150025457,20191203
11/7/2000,Bennington__VT,Bush,republican,0.412060870057136,20191203
11/7/2000,Bennington__VT,Nader,green,0.0629066017989478,20191203
11/7/2000,Bennington__VT,Other,NA,0.014708378118459,20191203
11/7/2000,Benson__ND,Gore,democrat,0.44196843082637,20191203
11/7/2000,Benson__ND,Bush,republican,0.489786443825441,20191203
11/7/2000,Benson__ND,Nader,green,0.0232126276694522,20191203
11/7/2000,Benson__ND,Other,NA,0.0450324976787372,20191203
11/7/2000,Bent__CO,Gore,democrat,0.398879266428935,20191203
11/7/2000,Bent__CO,Bush,republican,0.558329088130413,20191203
11/7/2000,Bent__CO,Nader,green,0.0224146714212939,20191203
11/7/2000,Bent__CO,Other,NA,0.0203769740193581,20191203
11/7/2000,Benton__AR,Gore,democrat,0.322055698467733,20191203
11/7/2000,Benton__AR,Bush,republican,0.649405361070723,20191203
11/7/2000,Benton__AR,Nader,green,0.0160682995936323,20191203
11/7/2000,Benton__AR,Other,NA,0.0124706408679119,20191203
11/7/2000,Benton__IA,Gore,democrat,0.502719700832908,20191203
11/7/2000,Benton__IA,Bush,republican,0.464728879823219,20191203
