date,state,county,candidate,party,candidatevotes,totalvotes
11/8/1988,OH,Preble,Dukakis,democrat,4937,15381
11/8/1988,OH,Preble,Other,other,147,15381
11/8/1988,OH,Putnam,Bush,republican,11183,15301
11/8/1988,OH,Putnam,Dukakis,democrat,4004,15301
11/8/1988,OH,Putnam,Other,other,114,15301
11/8/1988,OH,Richland,Bush,republican,30047,50047
11/8/1988,OH,Richland,Dukakis,democrat,19617,50047
11/8/1988,OH,Richland,Other,other,383,50047
11/8/1988,OH,Ross,Bush,republican,14563,24113
11/8/1988,OH,Ross,Dukakis,democrat,9271,24113
11/8/1988,OH,Ross,Other,other,279,24113
11/8/1988,OH,Sandusky,Bush,republican,14203,24232
11/8/1988,OH,Sandusky,Dukakis,democrat,9709,24232
11/8/1988,OH,Sandusky,Other,other,320,24232
11/8/1988,OH,Scioto,Bush,republican,16029,30760
11/8/1988,OH,Scioto,Dukakis,democrat,14442,30760
11/8/1988,OH,Scioto,Other,other,289,307
11/8/1988,OH,Seneca,Bush,republican,13704,23430
11/8/1988,OH,Seneca,Dukakis,democrat,9504,23430
11/8/1988,OH,Seneca,Other,other,222,23430
11/8/1988,OH,Shelby,Bush,republican,12198,17425
11/8/1988,OH,Shelby,Dukakis,democrat,5065,17425
11/8/1988,OH,Shelby,Other,other,162,17425
11/8/1988,OH,Stark,Bush,republican,87087,158096
11/8/1988,OH,Stark,Dukakis,democrat,69639,158096
11/8/1988,OH,Stark,Other,other,1370,158096
11/8/1988,OH,Summit,Bush,republican,101155,215589
11/8/1988,OH,Summit,Dukakis,democrat,112612,215589
11/8/1988,OH,Summit,Other,other,1822,215589
11/8/1988,OH,Trumbull,Bush,republican,38815,98250
11/8/1988,OH,Trumbull,Dukakis,democrat,58674,98250
11/8/1988,OH,Trumbull,Other,other,761,98250
11/8/1988,OH,Tuscarawas,Bush,republican,17145,31589
11/8/1988,OH,Tuscarawas,Dukakis,democrat,14185,31589
11/8/1988,OH,Tuscarawas,Other,other,259,31589
11/8/1988,OH,Union,Bush,republican,8846,12071
11/8/1988,OH,Union,Dukakis,democrat,3130,12071
11/8/1988,OH,Union,Other,other,95,12071
11/8/1988,OH,Van_Wert,Bush,republican,9410,13336
11/8/1988,OH,Van_Wert,Dukakis,democrat,3848,13336
11/8/1988,OH,Van_Wert,Other,other,78,13336
11/8/1988,OH,Vinton,Bush,republican,2652,5081
11/8/1988,OH,Vinton,Dukakis,democrat,2385,5081
11/8/1988,OH,Vinton,Other,other,44,5081
11/8/1988,OH,Warren,Bush,republican,31419,42818
11/8/1988,OH,Warren,Dukakis,democrat,11145,42818
11/8/1988,OH,Warren,Other,other,254,42818
11/8/1988,OH,Washington,Bush,republican,14767,24916
11/8/1988,OH,Washington,Dukakis,democrat,9967,24916
11/8/1988,OH,Washington,Other,other,182,24916
11/8/1988,OH,Wayne,Bush,republican,22320,36208
11/8/1988,OH,Wayne,Dukakis,democrat,13571,36208
11/8/1988,OH,Wayne,Other,other,317,36208
11/8/1988,OH,Williams,Bush,republican,10782,15585
11/8/1988,OH,Williams,Dukakis,democrat,4666,15585
11/8/1988,OH,Williams,Other,other,137,15585
11/8/1988,OH,Wood,Bush,republican,26013,44933
11/8/1988,OH,Wood,Dukakis,democrat,18579,44933
11/8/1988,OH,Wood,Other,other,341,44933
11/8/1988,OH,Wyandot,Bush,republican,6178,9239
11/8/1988,OH,Wyandot,Dukakis,democrat,2936,9239
11/8/1988,OH,Wyandot,Other,other,125,9239
11/8/1988,WI,Adams,Bush,republican,3258,6883
11/8/1988,WI,Adams,Dukakis,democrat,3598,6883
11/8/1988,WI,Adams,Other,other,27,6883
11/8/1988,WI,Ashland,Bush,republican,2926,7482
11/8/1988,WI,Ashland,Dukakis,democrat,4526,7482
11/8/1988,WI,Ashland,Other,other,30,7482
11/8/1988,WI,Barron,Bush,republican,8527,17570
11/8/1988,WI,Barron,Dukakis,democrat,8951,17570
11/8/1988,WI,Barron,Other,other,92,17570
11/8/1988,WI,Bayfield,Bush,republican,3095,7458
11/8/1988,WI,Bayfield,Dukakis,democrat,4323,7458
11/8/1988,WI,Bayfield,Other,other,40,7458
11/8/1988,WI,Brown,Bush,republican,43625,85953
11/8/1988,WI,Brown,Dukakis,democrat,41788,85953
11/8/1988,WI,Brown,Other,other,540,85953
11/8/1988,WI,Buffalo,Bush,republican,2783,6313
11/8/1988,WI,Buffalo,Dukakis,democrat,3481,6313
11/8/1988,WI,Buffalo,Other,other,49,6313
11/8/1988,WI,Burnett,Bush,republican,2884,6465
11/8/1988,WI,Burnett,Dukakis,democrat,3537,6465
11/8/1988,WI,Burnett,Other,other,44,6465
11/8/1988,WI,Calumet,Bush,republican,8107,14708
11/8/1988,WI,Calumet,Dukakis,democrat,6481,14708
11/8/1988,WI,Calumet,Other,other,120,14708
11/8/1988,WI,Chippewa,Bush,republican,9757,21354
11/8/1988,WI,Chippewa,Dukakis,democrat,11447,21354
11/8/1988,WI,Chippewa,Other,other,150,21354
11/8/1988,WI,Clark,Bush,republican,6296,13036
11/8/1988,WI,Clark,Dukakis,democrat,6642,13036
11/8/1988,WI,Clark,Other,other,98,13036
11/8/1988,WI,Columbia,Bush,republican,10475,19730
11/8/1988,WI,Columbia,Dukakis,democrat,9132,19730
11/8/1988,WI,Columbia,Other,other,123,19730
11/8/1988,WI,Crawford,Bush,republican,3238,6893
11/8/1988,WI,Crawford,Dukakis,democrat,3608,6893
11/8/1988,WI,Crawford,Other,other,47,6893
11/8/1988,WI,Dane,Bush,republican,69143,175934
11/8/1988,WI,Dane,Dukakis,democrat,105414,175934
11/8/1988,WI,Dane,Other,other,1377,175934
11/8/1988,WI,Dodge,Bush,republican,17003,29927
11/8/1988,WI,Dodge,Dukakis,democrat,12663,29927
11/8/1988,WI,Dodge,Other,other,261,29927
11/8/1988,WI,Door,Bush,republican,6907,12422
11/8/1988,WI,Door,Dukakis,democrat,5425,12422
11/8/1988,WI,Door,Other,other,90,12422
11/8/1988,WI,Douglas,Bush,republican,6440,20449
11/8/1988,WI,Douglas,Dukakis,democrat,13907,20449
11/8/1988,WI,Douglas,Other,other,102,20449
11/8/1988,WI,Dunn,Bush,republican,7273,16594
11/8/1988,WI,Dunn,Dukakis,democrat,9205,16594
11/8/1988,WI,Dunn,Other,other,116,16594
11/8/1988,WI,Eau_Claire,Bush,republican,17664,39023
11/8/1988,WI,Eau_Claire,Dukakis,democrat,21150,39023
11/8/1988,WI,Eau_Claire,Other,other,209,39023
11/8/1988,WI,Florence,Bush,republican,1106,2142
11/8/1988,WI,Florence,Dukakis,democrat,1018,2142
11/8/1988,WI,Florence,Other,other,18,2142
11/8/1988,WI,Fond_du_Lac,Bush,republican,21985,38175
11/8/1988,WI,Fond_du_Lac,Dukakis,democrat,15887,38175
11/8/1988,WI,Fond_du_Lac,Other,other,303,38175
11/8/1988,WI,Forest,Bush,republican,1845,4009
11/8/1988,WI,Forest,Dukakis,democrat,2142,4009
11/8/1988,WI,Forest,Other,other,22,40009
11/8/1988,WI,Grant,Bush,republican,10049,19580
11/8/1988,WI,Grant,Dukakis,democrat,9421,19580
11/8/1988,WI,Grant,Other,other,110,19580
11/8/1988,WI,Green,Bush,republican,6636,11908
11/8/1988,WI,Green,Dukakis,democrat,5153,11908
11/8/1988,WI,Green,Other,other,119,11908
11/8/1988,WI,Green_Lake,Bush,republican,5205,8299
11/8/1988,WI,Green_Lake,Dukakis,democrat,3033,8299
11/8/1988,WI,Green_Lake,Other,other,61,8299
11/8/1988,WI,Iowa,Bush,republican,4240,8548
11/8/1988,WI,Iowa,Dukakis,democrat,4268,8548
11/8/1988,WI,Iowa,Other,other,40,8548
11/8/1988,WI,Iron,Bush,republican,1599,3715
11/8/1988,WI,Iron,Dukakis,democrat,2090,3715
11/8/1988,WI,Iron,Other,other,26,3715
11/8/1988,WI,Jackson,Bush,republican,3555,7517
11/8/1988,WI,Jackson,Dukakis,democrat,3924,7517
11/8/1988,WI,Jackson,Other,other,38,7517
11/8/1988,WI,Jefferson,Bush,republican,14309,26342
11/8/1988,WI,Jefferson,Dukakis,democrat,11816,26342
11/8/1988,WI,Jefferson,Other,other,217,26342
11/8/1988,WI,Juneau,Bush,republican,4869,8662
11/8/1988,WI,Juneau,Dukakis,democrat,3734,8662
11/8/1988,WI,Juneau,Other,other,59,8662
11/8/1988,WI,Kenosha,Bush,republican,21661,52129
11/8/1988,WI,Kenosha,Dukakis,democrat,30089,52129
11/8/1988,WI,Kenosha,Other,other,379,52129
11/8/1988,WI,Kewaunee,Bush,republican,4330,9179
11/8/1988,WI,Kewaunee,Dukakis,democrat,4786,9179
11/8/1988,WI,Kewaunee,Other,other,63,9179
11/8/1988,WI,La_Crosse,Bush,republican,21548,44066
11/8/1988,WI,La_Crosse,Dukakis,democrat,22204,44066
11/8/1988,WI,La_Crosse,Other,other,314,44066
11/8/1988,WI,Lafayette,Bush,republican,3665,7230
11/8/1988,WI,Lafayette,Dukakis,democrat,3521,7230
11/8/1988,WI,Lafayette,Other,other,44,7230
11/8/1988,WI,Langlade,Bush,republican,4884,9186
11/8/1988,WI,Langlade,Dukakis,democrat,4254,9186
11/8/1988,WI,Langlade,Other,other,48,9186
11/8/1988,WI,Lincoln,Bush,republican,5257,11178
11/8/1988,WI,Lincoln,Dukakis,democrat,5819,11178
11/8/1988,WI,Lincoln,Other,other,102,11178
11/8/1988,WI,Manitowoc,Bush,republican,16020,35987
11/8/1988,WI,Manitowoc,Dukakis,democrat,19680,35987
11/8/1988,WI,Manitowoc,Other,other,287,35987
11/8/1988,WI,Marathon,Bush,republican,24482,49521
11/8/1988,WI,Marathon,Dukakis,democrat,24658,49521
11/8/1988,WI,Marathon,Other,other,381,49521
11/8/1988,WI,Marinette,Bush,republican,9637,17764
11/8/1988,WI,Marinette,Dukakis,democrat,8030,17764
11/8/1988,WI,Marinette,Other,other,97,17764
11/8/1988,WI,Marquette,Bush,republican,3059,5567
11/8/1988,WI,Marquette,Dukakis,democrat,2463,5567
11/8/1988,WI,Marquette,Other,other,45,5567
11/8/1988,WI,Menominee,Bush,republican,381,1417
11/8/1988,WI,Menominee,Dukakis,democrat,1028,1417
11/8/1988,WI,Menominee,Other,other,8,1417
11/8/1988,WI,Milwaukee,Bush,republican,168363,439545
11/8/1988,WI,Milwaukee,Dukakis,democrat,268287,439545
11/8/1988,WI,Milwaukee,Other,other,2895,439545
11/8/1988,WI,Monroe,Bush,republican,7073,13585
11/8/1988,WI,Monroe,Dukakis,democrat,6437,13585
11/8/1988,WI,Monroe,Other,other,75,13585
11/8/1988,WI,Oconto,Bush,republican,7084,13716
11/8/1988,WI,Oconto,Dukakis,democrat,6549,13716
11/8/1988,WI,Oconto,Other,other,83,13716
11/8/1988,WI,Oneida,Bush,republican,8130,15670
11/8/1988,WI,Oneida,Dukakis,democrat,7414,15670
11/8/1988,WI,Oneida,Other,other,126,15670
11/8/1988,WI,Outagamie,Bush,republican,33113,61278
11/8/1988,WI,Outagamie,Dukakis,democrat,27771,61278
11/8/1988,WI,Outagamie,Other,other,394,61278
11/8/1988,WI,Ozaukee,Bush,republican,22999,35812
11/8/1988,WI,Ozaukee,Dukakis,democrat,12661,35812
11/8/1988,WI,Ozaukee,Other,other,252,35812
11/8/1988,WI,Pepin,Bush,republican,1311,3248
11/8/1988,WI,Pepin,Dukakis,democrat,1906,3248
11/8/1988,WI,Pepin,Other,other,31,3248
11/8/1988,WI,Pierce,Bush,republican,6045,14789
11/8/1988,WI,Pierce,Dukakis,democrat,8659,14789
11/8/1988,WI,Pierce,Other,other,85,14789
11/8/1988,WI,Polk,Bush,republican,6866,15975
11/8/1988,WI,Polk,Dukakis,democrat,8981,15975
11/8/1988,WI,Polk,Other,other,128,15975
11/8/1988,WI,Portage,Bush,republican,12057,28535
11/8/1988,WI,Portage,Dukakis,democrat,16317,28535
11/8/1988,WI,Portage,Other,other,161,28535
11/8/1988,WI,Price,Bush,republican,3450,7497
11/8/1988,WI,Price,Dukakis,democrat,3987,7497
11/8/1988,WI,Price,Other,other,60,7497
11/8/1988,WI,Racine,Bush,republican,36342,76631
11/8/1988,WI,Racine,Dukakis,democrat,39631,76631
11/8/1988,WI,Racine,Other,other,658,76631
11/8/1988,WI,Richland,Bush,republican,4026,7708
11/8/1988,WI,Richland,Dukakis,democrat,3643,7708
11/8/1988,WI,Richland,Other,other,39,7708
11/8/1988,WI,Rock,Bush,republican,28178,58188
11/8/1988,WI,Rock,Dukakis,democrat,29576,58188
11/8/1988,WI,Rock,Other,other,434,58188
11/8/1988,WI,Rusk,Bush,republican,3063,7004
11/8/1988,WI,Rusk,Dukakis,democrat,3888,7004
11/8/1988,WI,Rusk,Other,other,53,7004
11/8/1988,WI,Sauk,Bush,republican,10225,18687
11/8/1988,WI,Sauk,Dukakis,democrat,8324,18687
11/8/1988,WI,Sauk,Other,other,138,18687
11/8/1988,WI,Sawyer,Bush,republican,3260,6536
11/8/1988,WI,Sawyer,Dukakis,democrat,3231,6536
11/8/1988,WI,Sawyer,Other,other,45,6536
11/8/1988,WI,Shawano,Bush,republican,8362,15047
11/8/1988,WI,Shawano,Dukakis,democrat,6587,15047
11/8/1988,WI,Shawano,Other,other,98,15047
11/8/1988,WI,Sheboygan,Bush,republican,23471,47177
11/8/1988,WI,Sheboygan,Dukakis,democrat,23429,47177
11/8/1988,WI,Sheboygan,Other,other,277,47177
11/8/1988,WI,St_Croix,Bush,republican,9960,21533
11/8/1988,WI,St_Croix,Dukakis,democrat,11392,21533
11/8/1988,WI,St_Croix,Other,other,181,21533
11/8/1988,WI,Taylor,Bush,republican,4254,8100
11/8/1988,WI,Taylor,Dukakis,democrat,3785,8100
11/8/1988,WI,Taylor,Other,other,61,8100
11/8/1988,WI,Trempealeau,Bush,republican,4902,11175
11/8/1988,WI,Trempealeau,Dukakis,democrat,6212,11175
11/8/1988,WI,Trempealeau,Other,other,61,11175
11/8/1988,WI,Vernon,Bush,republican,5226,11078
11/8/1988,WI,Vernon,Dukakis,democrat,5754,11078
11/8/1988,WI,Vernon,Other,other,98,11078
11/8/1988,WI,Vilas,Bush,republican,5842,9722
11/8/1988,WI,Vilas,Dukakis,democrat,3781,9722
11/8/1988,WI,Vilas,Other,other,21,9722
11/8/1988,WI,Walworth,Bush,republican,18259,30685
11/8/1988,WI,Walworth,Dukakis,democrat,12203,30685
11/8/1988,WI,Walworth,Other,other,223,30685
11/8/1988,WI,Washburn,Bush,republican,3074,6506
11/8/1988,WI,Washburn,Dukakis,democrat,3393,6506
11/8/1988,WI,Washburn,Other,other,39,6506
11/8/1988,WI,Washington,Bush,republican,24328,40539
11/8/1988,WI,Washington,Dukakis,democrat,15907,40539
11/8/1988,WI,Washington,Other,other,304,40539
11/8/1988,WI,Waukesha,Bush,republican,90467,148893
11/8/1988,WI,Waukesha,Dukakis,democrat,57598,148893
11/8/1988,WI,Waukesha,Other,other,828,148893
11/8/1988,WI,Waupaca,Bush,republican,11559,18757
11/8/1988,WI,Waupaca,Dukakis,democrat,7078,18757
11/8/1988,WI,Waupaca,Other,other,120,18757
11/8/1988,WI,Waushara,Bush,republican,4953,8553
11/8/1988,WI,Waushara,Dukakis,democrat,3535,8553
11/8/1988,WI,Waushara,Other,other,65,8553
11/8/1988,WI,Winnebago,Bush,republican,35085,64006
11/8/1988,WI,Winnebago,Dukakis,democrat,28508,64006
11/8/1988,WI,Winnebago,Other,other,413,64006
11/8/1988,WI,Wood,Bush,republican,16549,32848
11/8/1988,WI,Wood,Dukakis,democrat,16074,32848
11/8/1988,WI,Wood,Other,other,225,32848
11/8/1988,ND,Adams,Bush,republican,1018,1737
11/8/1988,ND,Adams,Dukakis,democrat,708,1737
11/8/1988,ND,Adams,Other,other,11,1737
11/8/1988,ND,Barnes,Bush,republican,3631,6546
11/8/1988,ND,Barnes,Dukakis,democrat,2858,6546
11/8/1988,ND,Barnes,Other,other,57,6546
11/8/1988,ND,Benson,Bush,republican,1316,3031
11/8/1988,ND,Benson,Dukakis,democrat,1691,3031
11/8/1988,ND,Benson,Other,other,24,3031
11/8/1988,ND,Billings,Bush,republican,437,659
11/8/1988,ND,Billings,Dukakis,democrat,211,659
11/8/1988,ND,Billings,Other,other,11,659
11/8/1988,ND,Bottineau,Bush,republican,2530,4251
11/8/1988,ND,Bottineau,Dukakis,democrat,1684,4251
11/8/1988,ND,Bottineau,Other,other,37,4251
11/8/1988,ND,Bowman,Bush,republican,1111,1867
11/8/1988,ND,Bowman,Dukakis,democrat,737,1867
11/8/1988,ND,Bowman,Other,other,19,1867
11/8/1988,ND,Burke,Bush,republican,971,1690
11/8/1988,ND,Burke,Dukakis,democrat,693,1690
11/8/1988,ND,Burke,Other,other,26,1690
11/8/1988,ND,Burleigh,Bush,republican,18000,29084
11/8/1988,ND,Burleigh,Dukakis,democrat,10760,29084
11/8/1988,ND,Burleigh,Other,other,324,29084
11/8/1988,ND,Cass,Bush,republican,26699,49137
11/8/1988,ND,Cass,Dukakis,democrat,22107,49137
11/8/1988,ND,Cass,Other,other,331,49137
11/8/1988,ND,Cavalier,Bush,republican,2096,3457
11/8/1988,ND,Cavalier,Dukakis,democrat,1333,3457
11/8/1988,ND,Cavalier,Other,other,28,3457
11/8/1988,ND,Dickey,Bush,republican,2064,3336
11/8/1988,ND,Dickey,Dukakis,democrat,1249,3336
11/8/1988,ND,Dickey,Other,other,23,3336
11/8/1988,ND,Divide,Bush,republican,869,1768
11/8/1988,ND,Divide,Dukakis,democrat,875,1768
11/8/1988,ND,Divide,Other,other,24,1768
11/8/1988,ND,Dunn,Bush,republican,1263,2178
11/8/1988,ND,Dunn,Dukakis,democrat,892,2178
11/8/1988,ND,Dunn,Other,other,23,2178
11/8/1988,ND,Eddy,Bush,republican,891,1658
11/8/1988,ND,Eddy,Dukakis,democrat,748,1658
11/8/1988,ND,Eddy,Other,other,19,1658
11/8/1988,ND,Emmons,Bush,republican,1634,2596
11/8/1988,ND,Emmons,Dukakis,democrat,925,2596
11/8/1988,ND,Emmons,Other,other,37,2596
11/8/1988,ND,Foster,Bush,republican,1218,2070
11/8/1988,ND,Foster,Dukakis,democrat,837,2070
11/8/1988,ND,Foster,Other,other,15,2070
11/8/1988,ND,Golden_Valley,Bush,republican,781,1183
11/8/1988,ND,Golden_Valley,Dukakis,democrat,388,1183
11/8/1988,ND,Golden_Valley,Other,other,14,1183
11/8/1988,ND,Grand_Forks,Bush,republican,14801,27531
11/8/1988,ND,Grand_Forks,Dukakis,democrat,12494,27531
11/8/1988,ND,Grand_Forks,Other,other,236,27531
11/8/1988,ND,Grant,Bush,republican,1351,2043
11/8/1988,ND,Grant,Dukakis,democrat,654,2043
11/8/1988,ND,Grant,Other,other,38,2043
11/8/1988,ND,Griggs,Bush,republican,1020,1885
11/8/1988,ND,Griggs,Dukakis,democrat,846,1885
11/8/1988,ND,Griggs,Other,other,19,1885
11/8/1988,ND,Hettinger,Bush,republican,1395,2111
11/8/1988,ND,Hettinger,Dukakis,democrat,698,2111
11/8/1988,ND,Hettinger,Other,other,18,2111
11/8/1988,ND,Kidder,Bush,republican,1039,1761
11/8/1988,ND,Kidder,Dukakis,democrat,678,1761
11/8/1988,ND,Kidder,Other,other,44,1761
11/8/1988,ND,LaMoure,Bush,republican,1642,2901
11/8/1988,ND,LaMoure,Dukakis,democrat,1223,2901
11/8/1988,ND,LaMoure,Other,other,36,2901
11/8/1988,ND,Logan,Bush,republican,1111,1671
11/8/1988,ND,Logan,Dukakis,democrat,540,1671
11/8/1988,ND,Logan,Other,other,20,1671
11/8/1988,ND,McHenry,Bush,republican,1888,3583
11/8/1988,ND,McHenry,Dukakis,democrat,1665,3583
11/8/1988,ND,McHenry,Other,other,30,3583
11/8/1988,ND,McIntosh,Bush,republican,1726,2347
11/8/1988,ND,McIntosh,Dukakis,democrat,598,2347
11/8/1988,ND,McIntosh,Other,other,23,2347
11/8/1988,ND,McKenzie,Bush,republican,1949,3253
11/8/1988,ND,McKenzie,Dukakis,democrat,1273,3253
11/8/1988,ND,McKenzie,Other,other,31,3253
11/8/1988,ND,McLean,Bush,republican,2906,5396
11/8/1988,ND,McLean,Dukakis,democrat,2428,5396
11/8/1988,ND,McLean,Other,other,62,5396
11/8/1988,ND,Mercer,Bush,republican,3013,4902
11/8/1988,ND,Mercer,Dukakis,democrat,1843,4902
11/8/1988,ND,Mercer,Other,other,46,4902
11/8/1988,ND,Morton,Bush,republican,5588,10447
11/8/1988,ND,Morton,Dukakis,democrat,4708,10447
11/8/1988,ND,Morton,Other,other,151,10447
11/8/1988,ND,Mountrail,Bush,republican,1443,3458
11/8/1988,ND,Mountrail,Dukakis,democrat,1977,3458
11/8/1988,ND,Mountrail,Other,other,38,3458
11/8/1988,ND,Nelson,Bush,republican,1078,2243
11/8/1988,ND,Nelson,Dukakis,democrat,1151,2243
11/8/1988,ND,Nelson,Other,other,14,2243
11/8/1988,ND,Oliver,Bush,republican,696,1237
11/8/1988,ND,Oliver,Dukakis,democrat,526,1237
11/8/1988,ND,Oliver,Other,other,15,1237
11/8/1988,ND,Pembina,Bush,republican,2471,4149
11/8/1988,ND,Pembina,Dukakis,democrat,1616,4149
11/8/1988,ND,Pembina,Other,other,62,4149
11/8/1988,ND,Pierce,Bush,republican,1422,2477
11/8/1988,ND,Pierce,Dukakis,democrat,1008,2477
11/8/1988,ND,Pierce,Other,other,47,2477
11/8/1988,ND,Ramsey,Bush,republican,3103,5841
11/8/1988,ND,Ramsey,Dukakis,democrat,2665,5841
11/8/1988,ND,Ramsey,Other,other,73,5841
11/8/1988,ND,Ransom,Bush,republican,1362,2858
11/8/1988,ND,Ransom,Dukakis,democrat,1459,2858
11/8/1988,ND,Ransom,Other,other,37,2858
11/8/1988,ND,Renville,Bush,republican,893,1750
11/8/1988,ND,Renville,Dukakis,democrat,837,1750
11/8/1988,ND,Renville,Other,other,20,1750
11/8/1988,ND,Richland,Bush,republican,4670,8274
11/8/1988,ND,Richland,Dukakis,democrat,3523,8274
11/8/1988,ND,Richland,Other,other,81,8274
11/8/1988,ND,Rolette,Bush,republican,1126,3606
11/8/1988,ND,Rolette,Dukakis,democrat,2426,3606
11/8/1988,ND,Rolette,Other,other,54,3606
11/8/1988,ND,Sargent,Bush,republican,1119,2436
11/8/1988,ND,Sargent,Dukakis,democrat,1306,2436
11/8/1988,ND,Sargent,Other,other,11,2436
11/8/1988,ND,Sheridan,Bush,republican,885,1318
11/8/1988,ND,Sheridan,Dukakis,democrat,428,1318
11/8/1988,ND,Sheridan,Other,other,5,1318
11/8/1988,ND,Sioux,Bush,republican,325,1042
11/8/1988,ND,Sioux,Dukakis,democrat,701,1042
11/8/1988,ND,Sioux,Other,other,16,1042
11/8/1988,ND,Slope,Bush,republican,315,530
11/8/1988,ND,Slope,Dukakis,democrat,202,530
11/8/1988,ND,Slope,Other,other,13,530
11/8/1988,ND,Stark,Bush,republican,6137,10003
11/8/1988,ND,Stark,Dukakis,democrat,3678,10003
11/8/1988,ND,Stark,Other,other,188,10003
11/8/1988,ND,Steele,Bush,republican,690,1595
11/8/1988,ND,Steele,Dukakis,democrat,895,1595
11/8/1988,ND,Steele,Other,other,10,1595
11/8/1988,ND,Stutsman,Bush,republican,5375,9669
11/8/1988,ND,Stutsman,Dukakis,democrat,4214,9669
11/8/1988,ND,Stutsman,Other,other,80,9669
11/8/1988,ND,Towner,Bush,republican,946,1934
11/8/1988,ND,Towner,Dukakis,democrat,970,1934
11/8/1988,ND,Towner,Other,other,18,1934
11/8/1988,ND,Traill,Bush,republican,2562,4559
11/8/1988,ND,Traill,Dukakis,democrat,1940,4559
11/8/1988,ND,Traill,Other,other,67,4559
11/8/1988,ND,Walsh,Bush,republican,3250,5966
11/8/1988,ND,Walsh,Dukakis,democrat,2646,5966
11/8/1988,ND,Walsh,Other,other,70,5966
11/8/1988,ND,Ward,Bush,republican,13179,23228
11/8/1988,ND,Ward,Dukakis,democrat,9906,23228
11/8/1988,ND,Ward,Other,other,143,23228
11/8/1988,ND,Wells,Bush,republican,1901,3241
11/8/1988,ND,Wells,Dukakis,democrat,1317,3241
11/8/1988,ND,Wells,Other,other,23,3241
11/8/1988,ND,Williams,Bush,republican,5653,9768
11/8/1988,ND,Williams,Dukakis,democrat,4004,9768
11/8/1988,ND,Williams,Other,other,111,9768
11/8/1988,SD,Aurora,Bush,republican,856,1854
11/8/1988,SD,Aurora,Dukakis,democrat,987,1854
11/8/1988,SD,Aurora,Other,other,11,1854
11/8/1988,SD,Beadle,Bush,republican,4611,9180
11/8/1988,SD,Beadle,Dukakis,democrat,4523,9180
11/8/1988,SD,Beadle,Other,other,46,9180
11/8/1988,SD,Bennett,Bush,republican,663,1262
11/8/1988,SD,Bennett,Dukakis,democrat,579,1262
11/8/1988,SD,Bennett,Other,other,20,1262
11/8/1988,SD,Bon_Homme,Bush,republican,1826,3417
11/8/1988,SD,Bon_Homme,Dukakis,democrat,1574,3417
11/8/1988,SD,Bon_Homme,Other,other,18,3417
11/8/1988,SD,Brookings,Bush,republican,5394,10305
11/8/1988,SD,Brookings,Dukakis,democrat,4860,10305
11/8/1988,SD,Brookings,Other,other,51,10305
11/8/1988,SD,Brown,Bush,republican,8537,17302
11/8/1988,SD,Brown,Dukakis,democrat,8673,17302
11/8/1988,SD,Brown,Other,other,92,17302
11/8/1988,SD,Brule,Bush,republican,971,1974
11/8/1988,SD,Brule,Dukakis,democrat,991,1974
11/8/1988,SD,Brule,Other,other,12,1974
11/8/1988,SD,Buffalo,Bush,republican,151,490
11/8/1988,SD,Buffalo,Dukakis,democrat,334,490
11/8/1988,SD,Buffalo,Other,other,5,490
11/8/1988,SD,Butte,Bush,republican,2291,3582
11/8/1988,SD,Butte,Dukakis,democrat,1256,3582
11/8/1988,SD,Butte,Other,other,35,3582
11/8/1988,SD,Campbell,Bush,republican,909,1252
11/8/1988,SD,Campbell,Dukakis,democrat,334,1252
11/8/1988,SD,Campbell,Other,other,9,1252
11/8/1988,SD,Charles_Mix,Bush,republican,1966,4184
11/8/1988,SD,Charles_Mix,Dukakis,democrat,2205,4184
11/8/1988,SD,Charles_Mix,Other,other,13,4184
11/8/1988,SD,Clark,Bush,republican,1247,2424
11/8/1988,SD,Clark,Dukakis,democrat,1164,2424
11/8/1988,SD,Clark,Other,other,13,2424
11/8/1988,SD,Clay,Bush,republican,2307,5200
11/8/1988,SD,Clay,Dukakis,democrat,2859,5200
11/8/1988,SD,Clay,Other,other,34,5200
11/8/1988,SD,Codington,Bush,republican,5050,9714
11/8/1988,SD,Codington,Dukakis,democrat,4570,9714
11/8/1988,SD,Codington,Other,other,94,9714
11/8/1988,SD,Corson,Bush,republican,710,1448
11/8/1988,SD,Corson,Dukakis,democrat,722,1448
11/8/1988,SD,Corson,Other,other,16,1448
11/8/1988,SD,Custer,Bush,republican,1806,3036
11/8/1988,SD,Custer,Dukakis,democrat,1180,3036
11/8/1988,SD,Custer,Other,other,50,3036
11/8/1988,SD,Davison,Bush,republican,4024,7786
11/8/1988,SD,Davison,Dukakis,democrat,3705,7786
11/8/1988,SD,Davison,Other,other,57,7786
11/8/1988,SD,Day,Bush,republican,1616,3774
11/8/1988,SD,Day,Dukakis,democrat,2137,3774
11/8/1988,SD,Day,Other,other,21,3774
11/8/1988,SD,Deuel,Bush,republican,1251,2528
11/8/1988,SD,Deuel,Dukakis,democrat,1246,2528
11/8/1988,SD,Deuel,Other,other,29,2528
11/8/1988,SD,Dewey,Bush,republican,765,1789
11/8/1988,SD,Dewey,Dukakis,democrat,1007,1789
11/8/1988,SD,Dewey,Other,other,17,1789
11/8/1988,SD,Douglas,Bush,republican,1438,2139
11/8/1988,SD,Douglas,Dukakis,democrat,695,2139
11/8/1988,SD,Douglas,Other,other,6,2139
