date,state,county,candidate,party,candidatevotes,totalvotes
11/7/1972,IL,Lake,McGovern,democrat,47416,139812
11/7/1972,IL,Lake,Nixon,republican,92052,139812
11/7/1972,IL,Lake,Schmitz,independent,0,139812
11/7/1972,IL,Lake,Other,other,344,139812
11/7/1972,IL,LaSalle,McGovern,democrat,21405,52687
11/7/1972,IL,LaSalle,Nixon,republican,31190,52687
11/7/1972,IL,LaSalle,Schmitz,independent,0,52687
11/7/1972,IL,LaSalle,Other,other,92,52687
11/7/1972,IL,Lawrence,McGovern,democrat,2818,8181
11/7/1972,IL,Lawrence,Nixon,republican,5347,8181
11/7/1972,IL,Lawrence,Schmitz,independent,0,8181
11/7/1972,IL,Lawrence,Other,other,16,8181
11/7/1972,IL,Lee,McGovern,democrat,4788,15489
11/7/1972,IL,Lee,Nixon,republican,10636,15489
11/7/1972,IL,Lee,Schmitz,independent,48,15489
11/7/1972,IL,Lee,Other,other,17,15489
11/7/1972,IL,Livingston,McGovern,democrat,5110,18339
11/7/1972,IL,Livingston,Nixon,republican,13217,18339
11/7/1972,IL,Livingston,Schmitz,independent,0,18339
11/7/1972,IL,Livingston,Other,other,12,18339
11/7/1972,IL,Logan,McGovern,democrat,4395,14692
11/7/1972,IL,Logan,Nixon,republican,10277,14692
11/7/1972,IL,Logan,Schmitz,independent,0,14692
11/7/1972,IL,Logan,Other,other,20,14692
11/7/1972,IL,Macon,McGovern,democrat,20296,50029
11/7/1972,IL,Macon,Nixon,republican,29596,50029
11/7/1972,IL,Macon,Schmitz,independent,0,50029
11/7/1972,IL,Macon,Other,other,137,50029
11/7/1972,IL,Macoupin,McGovern,democrat,9662,23407
11/7/1972,IL,Macoupin,Nixon,republican,13583,23407
11/7/1972,IL,Macoupin,Schmitz,independent,9,23407
11/7/1972,IL,Macoupin,Other,other,153,23407
11/7/1972,IL,Madison,McGovern,democrat,43289,99116
11/7/1972,IL,Madison,Nixon,republican,55385,99116
11/7/1972,IL,Madison,Schmitz,independent,169,99116
11/7/1972,IL,Madison,Other,other,273,99116
11/7/1972,IL,Marion,McGovern,democrat,6968,17754
11/7/1972,IL,Marion,Nixon,republican,10755,17754
11/7/1972,IL,Marion,Schmitz,independent,0,17754
11/7/1972,IL,Marion,Other,other,31,17754
11/7/1972,IL,Marshall,McGovern,democrat,2141,6602
11/7/1972,IL,Marshall,Nixon,republican,4452,6602
11/7/1972,IL,Marshall,Schmitz,independent,0,6602
11/7/1972,IL,Marshall,Other,other,9,6602
11/7/1972,IL,Mason,McGovern,democrat,2901,7810
11/7/1972,IL,Mason,Nixon,republican,4897,7810
11/7/1972,IL,Mason,Schmitz,independent,1,7810
11/7/1972,IL,Mason,Other,other,11,7810
11/7/1972,IL,Massac,McGovern,democrat,1831,6162
11/7/1972,IL,Massac,Nixon,republican,4313,6162
11/7/1972,IL,Massac,Schmitz,independent,2,6162
11/7/1972,IL,Massac,Other,other,16,6162
11/7/1972,IL,McDonough,McGovern,democrat,5143,15738
11/7/1972,IL,McDonough,Nixon,republican,10573,15738
11/7/1972,IL,McDonough,Schmitz,independent,0,15738
11/7/1972,IL,McDonough,Other,other,22,15738
11/7/1972,IL,McHenry,McGovern,democrat,12090,48312
11/7/1972,IL,McHenry,Nixon,republican,36114,48312
11/7/1972,IL,McHenry,Schmitz,independent,0,48312
11/7/1972,IL,McHenry,Other,other,108,48312
11/7/1972,IL,McLean,McGovern,democrat,14824,45955
11/7/1972,IL,McLean,Nixon,republican,31060,45955
11/7/1972,IL,McLean,Schmitz,independent,0,45955
11/7/1972,IL,McLean,Other,other,71,45955
11/7/1972,IL,Menard,McGovern,democrat,1587,5263
11/7/1972,IL,Menard,Nixon,republican,3657,5263
11/7/1972,IL,Menard,Schmitz,independent,10,5263
11/7/1972,IL,Menard,Other,other,9,5263
11/7/1972,IL,Mercer,McGovern,democrat,3477,8940
11/7/1972,IL,Mercer,Nixon,republican,5452,8940
11/7/1972,IL,Mercer,Schmitz,independent,1,8940
11/7/1972,IL,Mercer,Other,other,10,8940
11/7/1972,IL,Monroe,McGovern,democrat,2958,9466
11/7/1972,IL,Monroe,Nixon,republican,6479,9466
11/7/1972,IL,Monroe,Schmitz,independent,0,9466
11/7/1972,IL,Monroe,Other,other,29,9466
11/7/1972,IL,Montgomery,McGovern,democrat,6858,15913
11/7/1972,IL,Montgomery,Nixon,republican,9025,15913
11/7/1972,IL,Montgomery,Schmitz,independent,0,15913
11/7/1972,IL,Montgomery,Other,other,30,15913
11/7/1972,IL,Morgan,McGovern,democrat,5674,16789
11/7/1972,IL,Morgan,Nixon,republican,11103,16789
11/7/1972,IL,Morgan,Schmitz,independent,0,16789
11/7/1972,IL,Morgan,Other,other,12,16789
11/7/1972,IL,Moultrie,McGovern,democrat,2350,5507
11/7/1972,IL,Moultrie,Nixon,republican,3143,5507
11/7/1972,IL,Moultrie,Schmitz,independent,0,5507
11/7/1972,IL,Moultrie,Other,other,14,5507
11/7/1972,IL,Ogle,McGovern,democrat,4743,18290
11/7/1972,IL,Ogle,Nixon,republican,13512,18290
11/7/1972,IL,Ogle,Schmitz,independent,0,18290
11/7/1972,IL,Ogle,Other,other,35,18290
11/7/1972,IL,Peoria,McGovern,democrat,27264,78037
11/7/1972,IL,Peoria,Nixon,republican,50324,78037
11/7/1972,IL,Peoria,Schmitz,independent,229,78037
11/7/1972,IL,Peoria,Other,other,220,78037
11/7/1972,IL,Perry,McGovern,democrat,4084,11064
11/7/1972,IL,Perry,Nixon,republican,6968,11064
11/7/1972,IL,Perry,Schmitz,independent,0,11064
11/7/1972,IL,Perry,Other,other,12,11064
11/7/1972,IL,Piatt,McGovern,democrat,2394,7468
11/7/1972,IL,Piatt,Nixon,republican,5057,7468
11/7/1972,IL,Piatt,Schmitz,independent,0,7468
11/7/1972,IL,Piatt,Other,other,17,7468
11/7/1972,IL,Pike,McGovern,democrat,3883,9863
11/7/1972,IL,Pike,Nixon,republican,5940,9863
11/7/1972,IL,Pike,Schmitz,independent,0,9863
11/7/1972,IL,Pike,Other,other,40,9863
11/7/1972,IL,Pope,McGovern,democrat,773,2218
11/7/1972,IL,Pope,Nixon,republican,1440,2218
11/7/1972,IL,Pope,Schmitz,independent,0,2218
11/7/1972,IL,Pope,Other,other,5,2218
11/7/1972,IL,Pulaski,McGovern,democrat,1683,4193
11/7/1972,IL,Pulaski,Nixon,republican,2485,4193
11/7/1972,IL,Pulaski,Schmitz,independent,0,4193
11/7/1972,IL,Pulaski,Other,other,25,4193
11/7/1972,IL,Putnam,McGovern,democrat,1112,2678
11/7/1972,IL,Putnam,Nixon,republican,1556,2678
11/7/1972,IL,Putnam,Schmitz,independent,3,2678
11/7/1972,IL,Putnam,Other,other,7,2678
11/7/1972,IL,Randolph,McGovern,democrat,6440,16215
11/7/1972,IL,Randolph,Nixon,republican,9761,16215
11/7/1972,IL,Randolph,Schmitz,independent,0,16215
11/7/1972,IL,Randolph,Other,other,14,16215
11/7/1972,IL,Richland,McGovern,democrat,2553,8125
11/7/1972,IL,Richland,Nixon,republican,5558,8125
11/7/1972,IL,Richland,Schmitz,independent,0,8125
11/7/1972,IL,Richland,Other,other,14,8125
11/7/1972,IL,Rock_Island,McGovern,democrat,32529,70330
11/7/1972,IL,Rock_Island,Nixon,republican,37548,70330
11/7/1972,IL,Rock_Island,Schmitz,independent,0,70330
11/7/1972,IL,Rock_Island,Other,other,253,70330
11/7/1972,IL,Saline,McGovern,democrat,5226,12918
11/7/1972,IL,Saline,Nixon,republican,7660,12918
11/7/1972,IL,Saline,Schmitz,independent,0,12918
11/7/1972,IL,Saline,Other,other,32,12918
11/7/1972,IL,Sangamon,McGovern,democrat,25720,77079
11/7/1972,IL,Sangamon,Nixon,republican,50458,77079
11/7/1972,IL,Sangamon,Schmitz,independent,27,77079
11/7/1972,IL,Sangamon,Other,other,874,77079
11/7/1972,IL,Schuyler,McGovern,democrat,1534,4534
11/7/1972,IL,Schuyler,Nixon,republican,2994,4534
11/7/1972,IL,Schuyler,Schmitz,independent,2,4534
11/7/1972,IL,Schuyler,Other,other,4,4534
11/7/1972,IL,Scott,McGovern,democrat,1145,3376
11/7/1972,IL,Scott,Nixon,republican,2228,3376
11/7/1972,IL,Scott,Schmitz,independent,0,3376
11/7/1972,IL,Scott,Other,other,3,3376
11/7/1972,IL,Shelby,McGovern,democrat,4389,11626
11/7/1972,IL,Shelby,Nixon,republican,7217,11626
11/7/1972,IL,Shelby,Schmitz,independent,0,11626
11/7/1972,IL,Shelby,Other,other,20,11626
11/7/1972,IL,St_Clair,McGovern,democrat,46636,98097
11/7/1972,IL,St_Clair,Nixon,republican,50519,98097
11/7/1972,IL,St_Clair,Schmitz,independent,0,98097
11/7/1972,IL,St_Clair,Other,other,942,98097
11/7/1972,IL,Stark,McGovern,democrat,993,3540
11/7/1972,IL,Stark,Nixon,republican,2529,3540
11/7/1972,IL,Stark,Schmitz,independent,8,3540
11/7/1972,IL,Stark,Other,other,10,3540
11/7/1972,IL,Stephenson,McGovern,democrat,6404,20019
11/7/1972,IL,Stephenson,Nixon,republican,13584,20019
11/7/1972,IL,Stephenson,Schmitz,independent,0,20019
11/7/1972,IL,Stephenson,Other,other,31,20019
11/7/1972,IL,Tazewell,McGovern,democrat,15576,47613
11/7/1972,IL,Tazewell,Nixon,republican,31937,47613
11/7/1972,IL,Tazewell,Schmitz,independent,0,47613
11/7/1972,IL,Tazewell,Other,other,100,47613
11/7/1972,IL,Union,McGovern,democrat,3428,8480
11/7/1972,IL,Union,Nixon,republican,5034,8480
11/7/1972,IL,Union,Schmitz,independent,0,8480
11/7/1972,IL,Union,Other,other,18,8480
11/7/1972,IL,Vermilion,McGovern,democrat,14413,39425
11/7/1972,IL,Vermilion,Nixon,republican,24863,39425
11/7/1972,IL,Vermilion,Schmitz,independent,53,39425
11/7/1972,IL,Vermilion,Other,other,96,39425
11/7/1972,IL,Wabash,McGovern,democrat,1985,6306
11/7/1972,IL,Wabash,Nixon,republican,4310,6306
11/7/1972,IL,Wabash,Schmitz,independent,5,6306
11/7/1972,IL,Wabash,Other,other,6,6306
11/7/1972,IL,Warren,McGovern,democrat,2969,10008
11/7/1972,IL,Warren,Nixon,republican,7021,10008
11/7/1972,IL,Warren,Schmitz,independent,0,10008
11/7/1972,IL,Warren,Other,other,18,10008
11/7/1972,IL,Washington,McGovern,democrat,2327,7522
11/7/1972,IL,Washington,Nixon,republican,5179,7522
11/7/1972,IL,Washington,Schmitz,independent,0,7522
11/7/1972,IL,Washington,Other,other,16,7522
11/7/1972,IL,Wayne,McGovern,democrat,2763,9175
11/7/1972,IL,Wayne,Nixon,republican,6400,9175
11/7/1972,IL,Wayne,Schmitz,independent,0,9175
11/7/1972,IL,Wayne,Other,other,12,9175
11/7/1972,IL,White,McGovern,democrat,3678,9746
11/7/1972,IL,White,Nixon,republican,6052,9746
11/7/1972,IL,White,Schmitz,independent,0,9746
11/7/1972,IL,White,Other,other,16,9746
11/7/1972,IL,Whiteside,McGovern,democrat,7909,25301
11/7/1972,IL,Whiteside,Nixon,republican,17305,25301
11/7/1972,IL,Whiteside,Schmitz,independent,0,25301
11/7/1972,IL,Whiteside,Other,other,87,25301
11/7/1972,IL,Will,McGovern,democrat,33633,99218
11/7/1972,IL,Will,Nixon,republican,65155,99218
11/7/1972,IL,Will,Schmitz,independent,104,99218
11/7/1972,IL,Will,Other,other,326,99218
11/7/1972,IL,Williamson,McGovern,democrat,9202,23492
11/7/1972,IL,Williamson,Nixon,republican,14101,23492
11/7/1972,IL,Williamson,Schmitz,independent,163,23492
11/7/1972,IL,Williamson,Other,other,26,23492
11/7/1972,IL,Winnebago,McGovern,democrat,35937,93850
11/7/1972,IL,Winnebago,Nixon,republican,57682,93850
11/7/1972,IL,Winnebago,Schmitz,independent,25,93850
11/7/1972,IL,Winnebago,Other,other,206,93850
11/7/1972,IL,Woodford,McGovern,democrat,3558,13208
11/7/1972,IL,Woodford,Nixon,republican,9622,13208
11/7/1972,IL,Woodford,Schmitz,independent,5,13208
11/7/1972,IL,Woodford,Other,other,23,13208
11/7/1972,IN,Adams,McGovern,democrat,3971,11572
11/7/1972,IN,Adams,Nixon,republican,7549,11572
11/7/1972,IN,Adams,Schmitz,independent,0,11572
11/7/1972,IN,Adams,Other,other,52,11572
11/7/1972,IN,Allen,McGovern,democrat,38621,116199
11/7/1972,IN,Allen,Nixon,republican,76924,116199
11/7/1972,IN,Allen,Schmitz,independent,0,116199
11/7/1972,IN,Allen,Other,other,654,116199
11/7/1972,IN,Bartholomew,McGovern,democrat,6974,24502
11/7/1972,IN,Bartholomew,Nixon,republican,17365,24502
11/7/1972,IN,Bartholomew,Schmitz,independent,0,24502
11/7/1972,IN,Bartholomew,Other,other,163,24502
11/7/1972,IN,Benton,McGovern,democrat,1566,5289
11/7/1972,IN,Benton,Nixon,republican,3703,5289
11/7/1972,IN,Benton,Schmitz,independent,0,5289
11/7/1972,IN,Benton,Other,other,20,5289
11/7/1972,IN,Blackford,McGovern,democrat,2311,6219
11/7/1972,IN,Blackford,Nixon,republican,3876,6219
11/7/1972,IN,Blackford,Schmitz,independent,0,6219
11/7/1972,IN,Blackford,Other,other,32,6219
11/7/1972,IN,Boone,McGovern,democrat,3235,13147
11/7/1972,IN,Boone,Nixon,republican,9874,13147
11/7/1972,IN,Boone,Schmitz,independent,0,13147
11/7/1972,IN,Boone,Other,other,38,13147
11/7/1972,IN,Brown,McGovern,democrat,1443,4207
11/7/1972,IN,Brown,Nixon,republican,2737,4207
11/7/1972,IN,Brown,Schmitz,independent,0,4207
11/7/1972,IN,Brown,Other,other,27,4207
11/7/1972,IN,Carroll,McGovern,democrat,2214,8137
11/7/1972,IN,Carroll,Nixon,republican,5885,8137
11/7/1972,IN,Carroll,Schmitz,independent,0,8137
11/7/1972,IN,Carroll,Other,other,38,8137
11/7/1972,IN,Cass,McGovern,democrat,5317,18176
11/7/1972,IN,Cass,Nixon,republican,12681,18176
11/7/1972,IN,Cass,Schmitz,independent,0,18176
11/7/1972,IN,Cass,Other,other,178,18176
11/7/1972,IN,Clark,McGovern,democrat,10838,27113
11/7/1972,IN,Clark,Nixon,republican,16111,27113
11/7/1972,IN,Clark,Schmitz,independent,0,27113
11/7/1972,IN,Clark,Other,other,164,27113
11/7/1972,IN,Clay,McGovern,democrat,3742,10937
11/7/1972,IN,Clay,Nixon,republican,7146,10937
11/7/1972,IN,Clay,Schmitz,independent,0,10937
11/7/1972,IN,Clay,Other,other,49,10937
11/7/1972,IN,Clinton,McGovern,democrat,4283,14187
11/7/1972,IN,Clinton,Nixon,republican,9849,14187
11/7/1972,IN,Clinton,Schmitz,independent,0,14187
11/7/1972,IN,Clinton,Other,other,55,14187
11/7/1972,IN,Crawford,McGovern,democrat,1801,4449
11/7/1972,IN,Crawford,Nixon,republican,2623,4449
11/7/1972,IN,Crawford,Schmitz,independent,0,4449
11/7/1972,IN,Crawford,Other,other,25,4449
11/7/1972,IN,Daviess,McGovern,democrat,3538,12071
11/7/1972,IN,Daviess,Nixon,republican,8490,12071
11/7/1972,IN,Daviess,Schmitz,independent,0,12071
11/7/1972,IN,Daviess,Other,other,43,12071
11/7/1972,IN,Dearborn,McGovern,democrat,4137,11885
11/7/1972,IN,Dearborn,Nixon,republican,7689,11885
11/7/1972,IN,Dearborn,Schmitz,independent,0,11885
11/7/1972,IN,Dearborn,Other,other,59,11885
11/7/1972,IN,Decatur,McGovern,democrat,2994,9822
11/7/1972,IN,Decatur,Nixon,republican,6761,9822
11/7/1972,IN,Decatur,Schmitz,independent,0,9822
11/7/1972,IN,Decatur,Other,other,67,9822
11/7/1972,IN,DeKalb,McGovern,democrat,4354,13297
11/7/1972,IN,DeKalb,Nixon,republican,8834,13297
11/7/1972,IN,DeKalb,Schmitz,independent,0,13297
11/7/1972,IN,DeKalb,Other,other,109,13297
11/7/1972,IN,Delaware,McGovern,democrat,17936,50567
11/7/1972,IN,Delaware,Nixon,republican,32468,50567
11/7/1972,IN,Delaware,Schmitz,independent,0,50567
11/7/1972,IN,Delaware,Other,other,163,50567
11/7/1972,IN,Dubois,McGovern,democrat,6365,13179
11/7/1972,IN,Dubois,Nixon,republican,6637,13179
11/7/1972,IN,Dubois,Schmitz,independent,0,13179
11/7/1972,IN,Dubois,Other,other,177,13179
11/7/1972,IN,Elkhart,McGovern,democrat,12659,43941
11/7/1972,IN,Elkhart,Nixon,republican,31009,43941
11/7/1972,IN,Elkhart,Schmitz,independent,0,43941
11/7/1972,IN,Elkhart,Other,other,273,43941
11/7/1972,IN,Fayette,McGovern,democrat,3519,10829
11/7/1972,IN,Fayette,Nixon,republican,7273,10829
11/7/1972,IN,Fayette,Schmitz,independent,0,10829
11/7/1972,IN,Fayette,Other,other,37,10829
11/7/1972,IN,Floyd,McGovern,democrat,9243,22636
11/7/1972,IN,Floyd,Nixon,republican,13198,22636
11/7/1972,IN,Floyd,Schmitz,independent,0,22636
11/7/1972,IN,Floyd,Other,other,195,22636
11/7/1972,IN,Fountain,McGovern,democrat,2977,9003
11/7/1972,IN,Fountain,Nixon,republican,5979,9003
11/7/1972,IN,Fountain,Schmitz,independent,0,9003
11/7/1972,IN,Fountain,Other,other,47,9003
11/7/1972,IN,Franklin,McGovern,democrat,2131,6479
11/7/1972,IN,Franklin,Nixon,republican,4324,6479
11/7/1972,IN,Franklin,Schmitz,independent,0,6479
11/7/1972,IN,Franklin,Other,other,24,6479
11/7/1972,IN,Fulton,McGovern,democrat,2150,8358
11/7/1972,IN,Fulton,Nixon,republican,6170,8358
11/7/1972,IN,Fulton,Schmitz,independent,0,8358
11/7/1972,IN,Fulton,Other,other,38,8358
11/7/1972,IN,Gibson,McGovern,democrat,5633,14819
11/7/1972,IN,Gibson,Nixon,republican,9115,14819
11/7/1972,IN,Gibson,Schmitz,independent,0,14819
11/7/1972,IN,Gibson,Other,other,71,14819
11/7/1972,IN,Grant,McGovern,democrat,7912,28958
11/7/1972,IN,Grant,Nixon,republican,20969,28958
11/7/1972,IN,Grant,Schmitz,independent,0,28958
11/7/1972,IN,Grant,Other,other,77,28958
11/7/1972,IN,Greene,McGovern,democrat,4450,13045
11/7/1972,IN,Greene,Nixon,republican,8453,13045
11/7/1972,IN,Greene,Schmitz,independent,0,13045
11/7/1972,IN,Greene,Other,other,142,13045
11/7/1972,IN,Hamilton,McGovern,democrat,4151,24470
11/7/1972,IN,Hamilton,Nixon,republican,20247,24470
11/7/1972,IN,Hamilton,Schmitz,independent,0,24470
11/7/1972,IN,Hamilton,Other,other,72,24470
11/7/1972,IN,Hancock,McGovern,democrat,3069,14150
11/7/1972,IN,Hancock,Nixon,republican,11019,14150
11/7/1972,IN,Hancock,Schmitz,independent,0,14150
11/7/1972,IN,Hancock,Other,other,62,14150
11/7/1972,IN,Harrison,McGovern,democrat,3927,9888
11/7/1972,IN,Harrison,Nixon,republican,5910,9888
11/7/1972,IN,Harrison,Schmitz,independent,0,9888
11/7/1972,IN,Harrison,Other,other,51,9888
11/7/1972,IN,Hendricks,McGovern,democrat,4384,22153
11/7/1972,IN,Hendricks,Nixon,republican,17699,22153
11/7/1972,IN,Hendricks,Schmitz,independent,0,22153
11/7/1972,IN,Hendricks,Other,other,70,22153
11/7/1972,IN,Henry,McGovern,democrat,5610,20208
11/7/1972,IN,Henry,Nixon,republican,14538,20208
11/7/1972,IN,Henry,Schmitz,independent,0,20208
11/7/1972,IN,Henry,Other,other,60,20208
11/7/1972,IN,Howard,McGovern,democrat,8083,31341
11/7/1972,IN,Howard,Nixon,republican,23089,31341
11/7/1972,IN,Howard,Schmitz,independent,0,31341
11/7/1972,IN,Howard,Other,other,169,31341
11/7/1972,IN,Huntington,McGovern,democrat,4908,15855
11/7/1972,IN,Huntington,Nixon,republican,10858,15855
11/7/1972,IN,Huntington,Schmitz,independent,0,15855
11/7/1972,IN,Huntington,Other,other,89,15855
11/7/1972,IN,Jackson,McGovern,democrat,4984,14689
11/7/1972,IN,Jackson,Nixon,republican,9546,14689
11/7/1972,IN,Jackson,Schmitz,independent,0,14689
11/7/1972,IN,Jackson,Other,other,159,14689
11/7/1972,IN,Jasper,McGovern,democrat,1920,8357
11/7/1972,IN,Jasper,Nixon,republican,6369,8357
11/7/1972,IN,Jasper,Schmitz,independent,0,8357
11/7/1972,IN,Jasper,Other,other,68,8357
11/7/1972,IN,Jay,McGovern,democrat,3349,9484
11/7/1972,IN,Jay,Nixon,republican,6090,9484
11/7/1972,IN,Jay,Schmitz,independent,0,9484
11/7/1972,IN,Jay,Other,other,45,9484
11/7/1972,IN,Jefferson,McGovern,democrat,4267,11103
11/7/1972,IN,Jefferson,Nixon,republican,6722,11103
11/7/1972,IN,Jefferson,Schmitz,independent,0,11103
11/7/1972,IN,Jefferson,Other,other,114,11103
11/7/1972,IN,Jennings,McGovern,democrat,2903,8157
11/7/1972,IN,Jennings,Nixon,republican,5156,8157
11/7/1972,IN,Jennings,Schmitz,independent,0,8157
11/7/1972,IN,Jennings,Other,other,98,8157
11/7/1972,IN,Johnson,McGovern,democrat,5067,22724
11/7/1972,IN,Johnson,Nixon,republican,17537,22724
11/7/1972,IN,Johnson,Schmitz,independent,0,22724
11/7/1972,IN,Johnson,Other,other,120,22724
11/7/1972,IN,Knox,McGovern,democrat,6089,18196
11/7/1972,IN,Knox,Nixon,republican,11940,18196
11/7/1972,IN,Knox,Schmitz,independent,0,18196
11/7/1972,IN,Knox,Other,other,167,18196
11/7/1972,IN,Kosciusko,McGovern,democrat,4233,20545
11/7/1972,IN,Kosciusko,Nixon,republican,16216,20545
11/7/1972,IN,Kosciusko,Schmitz,independent,0,20545
11/7/1972,IN,Kosciusko,Other,other,96,20545
11/7/1972,IN,LaGrange,McGovern,democrat,1658,5839
11/7/1972,IN,LaGrange,Nixon,republican,4152,5839
11/7/1972,IN,LaGrange,Schmitz,independent,0,5839
11/7/1972,IN,LaGrange,Other,other,29,5839
11/7/1972,IN,Lake,McGovern,democrat,88510,205342
11/7/1972,IN,Lake,Nixon,republican,115480,205342
11/7/1972,IN,Lake,Schmitz,independent,0,205342
11/7/1972,IN,Lake,Other,other,1352,205342
11/7/1972,IN,LaPorte,McGovern,democrat,13222,39776
11/7/1972,IN,LaPorte,Nixon,republican,26243,39776
11/7/1972,IN,LaPorte,Schmitz,independent,0,39776
11/7/1972,IN,LaPorte,Other,other,311,39776
11/7/1972,IN,Lawrence,McGovern,democrat,4278,15284
11/7/1972,IN,Lawrence,Nixon,republican,10936,15284
11/7/1972,IN,Lawrence,Schmitz,independent,0,15284
11/7/1972,IN,Lawrence,Other,other,70,15284
11/7/1972,IN,Madison,McGovern,democrat,20921,60134
11/7/1972,IN,Madison,Nixon,republican,39036,60134
11/7/1972,IN,Madison,Schmitz,independent,0,60134
11/7/1972,IN,Madison,Other,other,177,60134
11/7/1972,IN,Marion,McGovern,democrat,102166,309766
11/7/1972,IN,Marion,Nixon,republican,206065,309766
11/7/1972,IN,Marion,Schmitz,independent,0,309766
11/7/1972,IN,Marion,Other,other,1535,309766
11/7/1972,IN,Marshall,McGovern,democrat,4349,16308
11/7/1972,IN,Marshall,Nixon,republican,11908,16308
11/7/1972,IN,Marshall,Schmitz,independent,0,16308
11/7/1972,IN,Marshall,Other,other,51,16308
11/7/1972,IN,Martin,McGovern,democrat,2021,5509
11/7/1972,IN,Martin,Nixon,republican,3470,5509
11/7/1972,IN,Martin,Schmitz,independent,0,5509
11/7/1972,IN,Martin,Other,other,18,5509
11/7/1972,IN,Miami,McGovern,democrat,3889,13450
11/7/1972,IN,Miami,Nixon,republican,9477,13450
11/7/1972,IN,Miami,Schmitz,independent,0,13450
11/7/1972,IN,Miami,Other,other,84,13450
11/7/1972,IN,Monroe,McGovern,democrat,15241,35596
11/7/1972,IN,Monroe,Nixon,republican,19953,35596
11/7/1972,IN,Monroe,Schmitz,independent,0,35596
11/7/1972,IN,Monroe,Other,other,402,35596
11/7/1972,IN,Montgomery,McGovern,democrat,3431,14471
11/7/1972,IN,Montgomery,Nixon,republican,10997,14471
11/7/1972,IN,Montgomery,Schmitz,independent,0,14471
11/7/1972,IN,Montgomery,Other,other,43,14471
11/7/1972,IN,Morgan,McGovern,democrat,3390,15435
11/7/1972,IN,Morgan,Nixon,republican,11980,15435
11/7/1972,IN,Morgan,Schmitz,independent,0,15435
11/7/1972,IN,Morgan,Other,other,65,15435
11/7/1972,IN,Newton,McGovern,democrat,1252,5028
11/7/1972,IN,Newton,Nixon,republican,3771,5028
11/7/1972,IN,Newton,Schmitz,independent,0,5028
11/7/1972,IN,Newton,Other,other,5,5028
11/7/1972,IN,Noble,McGovern,democrat,4250,12226
11/7/1972,IN,Noble,Nixon,republican,7916,12226
11/7/1972,IN,Noble,Schmitz,independent,0,12226
11/7/1972,IN,Noble,Other,other,60,12226
11/7/1972,IN,Ohio,McGovern,democrat,922,2299
11/7/1972,IN,Ohio,Nixon,republican,1368,2299
11/7/1972,IN,Ohio,Schmitz,independent,0,2299
11/7/1972,IN,Ohio,Other,other,9,2299
11/7/1972,IN,Orange,McGovern,democrat,2932,8674
11/7/1972,IN,Orange,Nixon,republican,5715,8674
11/7/1972,IN,Orange,Schmitz,independent,0,8674
11/7/1972,IN,Orange,Other,other,27,8674
11/7/1972,IN,Owen,McGovern,democrat,1708,5626
11/7/1972,IN,Owen,Nixon,republican,3896,5626
11/7/1972,IN,Owen,Schmitz,independent,0,5626
11/7/1972,IN,Owen,Other,other,22,5626
11/7/1972,IN,Parke,McGovern,democrat,2207,7250
11/7/1972,IN,Parke,Nixon,republican,5014,7250
11/7/1972,IN,Parke,Schmitz,independent,0,7250
11/7/1972,IN,Parke,Other,other,29,7250
11/7/1972,IN,Perry,McGovern,democrat,4277,9510
11/7/1972,IN,Perry,Nixon,republican,5204,9510
11/7/1972,IN,Perry,Schmitz,independent,0,9510
11/7/1972,IN,Perry,Other,other,29,9510
11/7/1972,IN,Pike,McGovern,democrat,2648,6939
11/7/1972,IN,Pike,Nixon,republican,4252,6939
11/7/1972,IN,Pike,Schmitz,independent,0,6939
11/7/1972,IN,Pike,Other,other,39,6939
11/7/1972,IN,Porter,McGovern,democrat,8943,36030
11/7/1972,IN,Porter,Nixon,republican,26877,36030
11/7/1972,IN,Porter,Schmitz,independent,0,36030
11/7/1972,IN,Porter,Other,other,210,36030
11/7/1972,IN,Posey,McGovern,democrat,3586,10378
11/7/1972,IN,Posey,Nixon,republican,6771,10378
11/7/1972,IN,Posey,Schmitz,independent,0,10378
11/7/1972,IN,Posey,Other,other,21,10378
11/7/1972,IN,Pulaski,McGovern,democrat,1863,6146
11/7/1972,IN,Pulaski,Nixon,republican,4243,6146
11/7/1972,IN,Pulaski,Schmitz,independent,0,6146
11/7/1972,IN,Pulaski,Other,other,40,6146
11/7/1972,IN,Putnam,McGovern,democrat,3339,11243
11/7/1972,IN,Putnam,Nixon,republican,7879,11243
11/7/1972,IN,Putnam,Schmitz,independent,0,11243
11/7/1972,IN,Putnam,Other,other,25,11243
11/7/1972,IN,Randolph,McGovern,democrat,3409,12232
11/7/1972,IN,Randolph,Nixon,republican,8754,12232
11/7/1972,IN,Randolph,Schmitz,independent,0,12232
11/7/1972,IN,Randolph,Other,other,69,12232
11/7/1972,IN,Ripley,McGovern,democrat,3601,10231
11/7/1972,IN,Ripley,Nixon,republican,6594,10231
11/7/1972,IN,Ripley,Schmitz,independent,0,10231
11/7/1972,IN,Ripley,Other,other,36,10231
11/7/1972,IN,Rush,McGovern,democrat,1794,7782
11/7/1972,IN,Rush,Nixon,republican,5965,7782
11/7/1972,IN,Rush,Schmitz,independent,0,7782
11/7/1972,IN,Rush,Other,other,23,7782
11/7/1972,IN,Scott,McGovern,democrat,2785,6391
11/7/1972,IN,Scott,Nixon,republican,3564,6391
