date,region,state_po,class,special,runoff,offyear,candidate,party,writein,voteshare,version
11/07/1972,North Carolina,NC,2,FALSE,FALSE,FALSE,Helms,republican,FALSE,0.5400515163924130,kachang
11/07/1972,Virginia,VA,2,FALSE,FALSE,FALSE,Others,other,FALSE,4.0106913572466E-05,kachang
11/07/1972,Virginia,VA,2,FALSE,FALSE,FALSE,Henderson,independent,FALSE,0.02428760094766910,kachang
11/07/1972,Virginia,VA,2,FALSE,FALSE,FALSE,Spong,democratic,FALSE,0.4612030068726060,kachang
11/07/1972,Virginia,VA,2,FALSE,FALSE,FALSE,Scott,republican,FALSE,0.5144692852661520,kachang
11/07/1972,West Virginia,WV,2,FALSE,FALSE,FALSE,Leonard,republican,FALSE,0.33549773789662000,kachang
11/07/1972,West Virginia,WV,2,FALSE,FALSE,FALSE,Randolph,democratic,FALSE,0.6645022621033800,kachang
11/07/1972,Delaware,DE,2,FALSE,FALSE,FALSE,Wood,prohibition,FALSE,0.0007614389891571090,kachang
11/07/1972,Delaware,DE,2,FALSE,FALSE,FALSE,Majka,american,FALSE,0.0034939171902466200,kachang
11/07/1972,Delaware,DE,2,FALSE,FALSE,FALSE,Boggs,republican,FALSE,0.4909932645282560,kachang
11/07/1972,Delaware,DE,2,FALSE,FALSE,FALSE,Biden,democratic,FALSE,0.5047513792923400,kachang
11/07/1972,Massachusetts,MA,2,FALSE,FALSE,FALSE,Write-In,nonpartisan,FALSE,4.09165993159757E-05,kachang
11/07/1972,Massachusetts,MA,2,FALSE,FALSE,FALSE,Gurewitz,socialist workers,FALSE,0.017450296877346400,kachang
11/07/1972,Massachusetts,MA,2,FALSE,FALSE,FALSE,Droney,democratic,FALSE,0.3472756293985340,kachang
11/07/1972,Massachusetts,MA,2,FALSE,FALSE,FALSE,Brooke,republican,FALSE,0.6352331571248030,kachang
11/07/1972,New Hampshire,NH,2,FALSE,FALSE,FALSE,Powell,republican,FALSE,0.4311801866519500,kachang
11/07/1972,New Hampshire,NH,2,FALSE,FALSE,FALSE,McIntyre,democratic,FALSE,0.5688198133480500,kachang
11/07/1972,Maine,ME,2,FALSE,FALSE,FALSE,Smith,republican,FALSE,0.4676841280767130,kachang
11/07/1972,Maine,ME,2,FALSE,FALSE,FALSE,Hathaway,democratic,FALSE,0.5323158719232870,kachang
11/07/1972,Minnesota,MN,2,FALSE,FALSE,FALSE,Heck,industrial government,FALSE,0.004730794573676990,kachang
11/07/1972,Minnesota,MN,2,FALSE,FALSE,FALSE,Hansen,republican,FALSE,0.42856713864889400,kachang
11/07/1972,Minnesota,MN,2,FALSE,FALSE,FALSE,Mondale,democratic,FALSE,0.5667020667774290,kachang
11/07/1972,National Popular Vote,NPV,1,FALSE,FALSE,FALSE,Republican,republican,FALSE,0.5242442705,20210915
11/07/1972,National Popular Vote,NPV,1,FALSE,FALSE,FALSE,Democratic,democrat,FALSE,0.4549055098,20210915
11/05/1974,South Carolina,SC,3,FALSE,FALSE,FALSE,Hough,independent,FALSE,0.018786214595323500,kachang
11/05/1974,South Carolina,SC,3,FALSE,FALSE,FALSE,Bush,republican,FALSE,0.2861941034002930,kachang
11/05/1974,South Carolina,SC,3,FALSE,FALSE,FALSE,Hollings,democratic,FALSE,0.6950196820043830,kachang
11/05/1974,Connecticut,CT,3,FALSE,FALSE,FALSE,Others,other,FALSE,0.0001631459704788750,kachang
11/05/1974,Connecticut,CT,3,FALSE,FALSE,FALSE,Rochon,american,FALSE,0.002472076230646000,kachang
11/05/1974,Connecticut,CT,3,FALSE,FALSE,FALSE,Capozzi,george wallace party,FALSE,0.017682442359699100,kachang
11/05/1974,Connecticut,CT,3,FALSE,FALSE,FALSE,Brannen,republican,FALSE,0.3429337516752420,kachang
11/05/1974,Connecticut,CT,3,FALSE,FALSE,FALSE,Ribicoff,democratic,FALSE,0.6367485837639340,kachang
11/05/1974,Hawaii,HI,3,FALSE,FALSE,FALSE,Kimmel,people's,FALSE,0.17091690945204400,kachang
11/05/1974,Hawaii,HI,3,FALSE,FALSE,FALSE,Inouye,democratic,FALSE,0.8290830905479560,kachang
11/05/1974,Alaska,AK,3,FALSE,FALSE,FALSE,Lewis,republican,FALSE,0.41719646207451100,kachang
11/05/1974,Alaska,AK,3,FALSE,FALSE,FALSE,Gravel,democratic,FALSE,0.5828035379254890,kachang
11/05/1974,Arizona,AZ,3,FALSE,FALSE,FALSE,Marshall,democratic,FALSE,0.4173760135583600,kachang
11/05/1974,Arizona,AZ,3,FALSE,FALSE,FALSE,Goldwater,republican,FALSE,0.5826239864416400,kachang
11/05/1974,Alabama,AL,3,FALSE,FALSE,FALSE,Abercrombie,prohibition,FALSE,0.04156204016893120,kachang
11/05/1974,Alabama,AL,3,FALSE,FALSE,FALSE,Allen,democratic,FALSE,0.9584379598310690,kachang
11/05/1974,Arkansas,AR,3,FALSE,FALSE,FALSE,Jones,republican,FALSE,0.15103796480089600,kachang
11/05/1974,Arkansas,AR,3,FALSE,FALSE,FALSE,Bumpers,democratic,FALSE,0.8489620351991040,kachang
11/05/1974,Washington,WA,3,FALSE,FALSE,FALSE,Ruckert,u.s. labor,FALSE,0.00432903010079903,kachang
11/05/1974,Washington,WA,3,FALSE,FALSE,FALSE,Fraenzl,socialist workers,FALSE,0.008112342448804230,kachang
11/05/1974,Washington,WA,3,FALSE,FALSE,FALSE,Goosman,american independent,FALSE,0.01971628630139300,kachang
11/05/1974,Washington,WA,3,FALSE,FALSE,FALSE,Metcalf,republican,FALSE,0.36079484286801500,kachang
11/05/1974,Washington,WA,3,FALSE,FALSE,FALSE,Magnuson,democratic,FALSE,0.607047498280989,kachang
11/05/1974,Oregon,OR,3,FALSE,FALSE,FALSE,Scattering,,FALSE,0.0023055424352895400,kachang
11/05/1974,Oregon,OR,3,FALSE,FALSE,FALSE,Boe,independent,FALSE,0.006617833181544180,kachang
11/05/1974,Oregon,OR,3,FALSE,FALSE,FALSE,Roberts,democratic,FALSE,0.44178603209231600,kachang
11/05/1974,Oregon,OR,3,FALSE,FALSE,FALSE,Packwood,republican,FALSE,0.5492905922908510,kachang
11/05/1974,California,CA,3,FALSE,FALSE,FALSE,Wittbold,independent,FALSE,4.91607280507181E-07,kachang
11/05/1974,California,CA,3,FALSE,FALSE,FALSE,Benton,u.s. labor,FALSE,5.2438109920766E-06,kachang
11/05/1974,California,CA,3,FALSE,FALSE,FALSE,Chenoweth,socialist labor,FALSE,2.2450065809828E-05,kachang
11/05/1974,California,CA,3,FALSE,FALSE,FALSE,Styron,socialist workers,FALSE,7.55436521046035E-05,kachang
11/05/1974,California,CA,3,FALSE,FALSE,FALSE,White,libertarian,FALSE,0.0001296204529603940,kachang
11/05/1974,California,CA,3,FALSE,FALSE,FALSE,Justice,peace & freedom,FALSE,0.01580287990099690,kachang
11/05/1974,California,CA,3,FALSE,FALSE,FALSE,McCoy,american independent,FALSE,0.01657453946229960,kachang
11/05/1974,California,CA,3,FALSE,FALSE,FALSE,Richardson,republican,FALSE,0.3621944496882550,kachang
11/05/1974,California,CA,3,FALSE,FALSE,FALSE,Cranston,democratic,FALSE,0.6051947813593010,kachang
11/05/1974,Idaho,ID,3,FALSE,FALSE,FALSE,Stoddard,american,FALSE,0.017906330766823600,kachang
11/05/1974,Idaho,ID,3,FALSE,FALSE,FALSE,Smith,republican,FALSE,0.42137633428241400,kachang
11/05/1974,Idaho,ID,3,FALSE,FALSE,FALSE,Church,democratic,FALSE,0.5607173349507620,kachang
11/05/1974,Nevada,NV,3,FALSE,FALSE,FALSE,Doyle,independent american,FALSE,0.06424032146713640,kachang
11/05/1974,Nevada,NV,3,FALSE,FALSE,FALSE,Reid,democratic,FALSE,0.4660388380449980,kachang
11/05/1974,Nevada,NV,3,FALSE,FALSE,FALSE,Laxalt,republican,FALSE,0.46972084048786500,kachang
11/05/1974,Utah,UT,3,FALSE,FALSE,FALSE,Bangerter,american,FALSE,0.05935213316787200,kachang
11/05/1974,Utah,UT,3,FALSE,FALSE,FALSE,Owens,democratic,FALSE,0.44070016783868500,kachang
11/05/1974,Utah,UT,3,FALSE,FALSE,FALSE,Garn,republican,FALSE,0.4999476989934430,kachang
11/05/1974,Colorado,CO,3,FALSE,FALSE,FALSE,Marsh,independent,FALSE,3.76137816896111E-05,kachang
11/05/1974,Colorado,CO,3,FALSE,FALSE,FALSE,Olshaw,independent american,FALSE,0.0029059679724715700,kachang
11/05/1974,Colorado,CO,3,FALSE,FALSE,FALSE,Hyskell,prohibition,FALSE,0.010204254968052600,kachang
11/05/1974,Colorado,CO,3,FALSE,FALSE,FALSE,King,independent,FALSE,0.019572513304358600,kachang
11/05/1974,Colorado,CO,3,FALSE,FALSE,FALSE,Dominick,republican,FALSE,0.3949544145232880,kachang
11/05/1974,Colorado,CO,3,FALSE,FALSE,FALSE,Hart,democratic,FALSE,0.5723252354501400,kachang
11/05/1974,Oklahoma,OK,3,FALSE,FALSE,FALSE,Trent,independent,FALSE,0.017239005871365400,kachang
11/05/1974,Oklahoma,OK,3,FALSE,FALSE,FALSE,Edmondson,democratic,FALSE,0.4889588271919110,kachang
11/05/1974,Oklahoma,OK,3,FALSE,FALSE,FALSE,Bellmon,republican,FALSE,0.49380216693672300,kachang
11/05/1974,Kansas,KS,3,FALSE,FALSE,FALSE,Others,independent,FALSE,3.77625916214879E-06,kachang
11/05/1974,Kansas,KS,3,FALSE,FALSE,FALSE,Roy,democratic,FALSE,0.49148138870671900,kachang
11/05/1974,Kansas,KS,3,FALSE,FALSE,FALSE,Dole,republican,FALSE,0.5085148350341190,kachang
11/05/1974,South Dakota,SD,3,FALSE,FALSE,FALSE,Thorsness,republican,FALSE,0.4695679924269590,kachang
11/05/1974,South Dakota,SD,3,FALSE,FALSE,FALSE,McGovern,democratic,FALSE,0.5304320075730410,kachang
11/05/1974,North Dakota,ND,3,FALSE,FALSE,FALSE,Gardner,independent,FALSE,0.0035982603486895700,kachang
11/05/1974,North Dakota,ND,3,FALSE,FALSE,FALSE,Jungroth,independent,FALSE,0.028174420713830700,kachang
11/05/1974,North Dakota,ND,3,FALSE,FALSE,FALSE,Guy,democratic,FALSE,0.48374033468461400,kachang
11/05/1974,North Dakota,ND,3,FALSE,FALSE,FALSE,Young,republican,FALSE,0.4844869842528650,kachang
11/05/1974,Iowa,IA,3,FALSE,FALSE,FALSE,Oxley,american,FALSE,0.006776680932771680,kachang
11/05/1974,Iowa,IA,3,FALSE,FALSE,FALSE,Stanley,republican,FALSE,0.47277804571224300,kachang
11/05/1974,Iowa,IA,3,FALSE,FALSE,FALSE,Culver,democratic,FALSE,0.5204452733549860,kachang
11/05/1974,Missouri,MO,3,FALSE,FALSE,FALSE,Talmage,nonpartisan,FALSE,0.0065098264073517700,kachang
11/05/1974,Missouri,MO,3,FALSE,FALSE,FALSE,Curtis,republican,FALSE,0.392794920865178,kachang
11/05/1974,Missouri,MO,3,FALSE,FALSE,FALSE,Eagleton,democratic,FALSE,0.6006952527274700,kachang
11/05/1974,Louisiana,LA,3,FALSE,FALSE,FALSE,Long,democratic,FALSE,1.0,kachang
11/05/1974,Wisconsin,WI,3,FALSE,FALSE,FALSE,Blenski,lowering the property tax,FALSE,0.004498818601564420,kachang
11/05/1974,Wisconsin,WI,3,FALSE,FALSE,FALSE,McFarren,american,FALSE,0.020012072441317800,kachang
11/05/1974,Wisconsin,WI,3,FALSE,FALSE,FALSE,Petri,republican,FALSE,0.3579437164110170,kachang
11/05/1974,Wisconsin,WI,3,FALSE,FALSE,FALSE,Nelson,democratic,FALSE,0.6175453925461010,kachang
11/05/1974,Illinois,IL,3,FALSE,FALSE,FALSE,Flory,communist,FALSE,0.0020149821626217200,kachang
11/05/1974,Illinois,IL,3,FALSE,FALSE,FALSE,Heisler,socialist workers,FALSE,0.004258807012535910,kachang
11/05/1974,Illinois,IL,3,FALSE,FALSE,FALSE,Burditt,republican,FALSE,0.3722155471673260,kachang
11/05/1974,Illinois,IL,3,FALSE,FALSE,FALSE,Stevenson,democratic,FALSE,0.6215106636575170,kachang
11/05/1974,Indiana,IN,3,FALSE,FALSE,FALSE,Lee,american,FALSE,0.028290143972143400,kachang
11/05/1974,Indiana,IN,3,FALSE,FALSE,FALSE,Lugar,republican,FALSE,0.4644194051494090,kachang
11/05/1974,Indiana,IN,3,FALSE,FALSE,FALSE,Bayh,democratic,FALSE,0.507290450878448,kachang
11/05/1974,Ohio,OH,3,FALSE,FALSE,FALSE,Girkins,independent,FALSE,2.94516208599137E-05,kachang
11/05/1974,Ohio,OH,3,FALSE,FALSE,FALSE,O'Neill,independent,FALSE,8.60121200113389E-05,kachang
11/05/1974,Ohio,OH,3,FALSE,FALSE,FALSE,Kay,independent,FALSE,0.02072356608257630,kachang
11/05/1974,Ohio,OH,3,FALSE,FALSE,FALSE,Harroff,independent,FALSE,0.025730676306271400,kachang
11/05/1974,Ohio,OH,3,FALSE,FALSE,FALSE,Perk,republican,FALSE,0.307278466079263,kachang
11/05/1974,Ohio,OH,3,FALSE,FALSE,FALSE,Glenn,democratic,FALSE,0.646151827791018,kachang
11/05/1974,Kentucky,KY,3,FALSE,FALSE,FALSE,Parker,american,FALSE,0.023567942978227400,kachang
11/05/1974,Kentucky,KY,3,FALSE,FALSE,FALSE,Cook,republican,FALSE,0.4407961348090100,kachang
11/05/1974,Kentucky,KY,3,FALSE,FALSE,FALSE,Ford,democratic,FALSE,0.5356359222127630,kachang
11/05/1974,Florida,FL,3,FALSE,FALSE,FALSE,Adams,independent,FALSE,5.55389247330938E-06,kachang
11/05/1974,Florida,FL,3,FALSE,FALSE,FALSE,Arvan,independent,FALSE,7.2200602153022E-06,kachang
11/05/1974,Florida,FL,3,FALSE,FALSE,FALSE,Matthews,independent,FALSE,1.94386236565828E-05,kachang
11/05/1974,Florida,FL,3,FALSE,FALSE,FALSE,Fair,independent,FALSE,6.49805419377198E-05,kachang
11/05/1974,Florida,FL,3,FALSE,FALSE,FALSE,Grady,american,FALSE,0.15698576926131600,kachang
11/05/1974,Florida,FL,3,FALSE,FALSE,FALSE,Eckerd,republican,FALSE,0.4091408183882720,kachang
11/05/1974,Florida,FL,3,FALSE,FALSE,FALSE,Stone,democratic,FALSE,0.43377621923213000,kachang
11/05/1974,Georgia,GA,3,FALSE,FALSE,FALSE,Johnson,republican,FALSE,0.28237636990257800,kachang
11/05/1974,Georgia,GA,3,FALSE,FALSE,FALSE,Talmadge,democratic,FALSE,0.7176236300974220,kachang
11/05/1974,North Carolina,NC,3,FALSE,FALSE,FALSE,Others,independent,FALSE,6.95779655402876E-05,kachang
11/05/1974,North Carolina,NC,3,FALSE,FALSE,FALSE,Nesmith,u.s. labor,FALSE,0.008794262855754100,kachang
11/05/1974,North Carolina,NC,3,FALSE,FALSE,FALSE,Stevens,republican,FALSE,0.370054819597075,kachang
11/05/1974,North Carolina,NC,3,FALSE,FALSE,FALSE,Morgan,democratic,FALSE,0.6210813395816310,kachang
11/05/1974,Maryland,MD,3,FALSE,FALSE,FALSE,Mikulski,democratic,FALSE,0.426713344710442,kachang
11/05/1974,Maryland,MD,3,FALSE,FALSE,FALSE,Mathias,republican,FALSE,0.573286655289558,kachang
11/05/1974,Pennsylvania,PA,3,FALSE,FALSE,FALSE,Others,independent,FALSE,0.00010638872946553800,kachang
11/05/1974,Pennsylvania,PA,3,FALSE,FALSE,FALSE,Shankey,constitutional,FALSE,0.010927560201644000,kachang
11/05/1974,Pennsylvania,PA,3,FALSE,FALSE,FALSE,Flaherty,democratic,FALSE,0.4589440142250360,kachang
11/05/1974,Pennsylvania,PA,3,FALSE,FALSE,FALSE,Schweiker,republican,FALSE,0.5300220368438550,kachang
11/05/1974,New York,NY,3,FALSE,FALSE,FALSE,Boyd,u.s. labor,FALSE,0.0007355547163233880,kachang
11/05/1974,New York,NY,3,FALSE,FALSE,FALSE,Edelman,communist,FALSE,0.0007506608953316100,kachang
11/05/1974,New York,NY,3,FALSE,FALSE,FALSE,Massi,socialist labor,FALSE,0.0007818415981562720,kachang
11/05/1974,New York,NY,3,FALSE,FALSE,FALSE,Dowling,courage,FALSE,0.0014445767849015700,kachang
11/05/1974,New York,NY,3,FALSE,FALSE,FALSE,Finch,socialist workers,FALSE,0.0014964800666221200,kachang
11/05/1974,New York,NY,3,FALSE,FALSE,FALSE,Keating-Edh,conservative,FALSE,0.1593089891448550,kachang
11/05/1974,New York,NY,3,FALSE,FALSE,FALSE,Clark,democratic,FALSE,0.38226011678238400,kachang
11/05/1974,New York,NY,3,FALSE,FALSE,FALSE,Javits,republican,FALSE,0.4532217800114270,kachang
11/05/1974,Vermont,VT,3,FALSE,FALSE,FALSE,Sanders,liberty union,FALSE,0.04133713477124820,kachang
11/05/1974,Vermont,VT,3,FALSE,FALSE,FALSE,Mallary,republican,FALSE,0.46389918250404500,kachang
11/05/1974,Vermont,VT,3,FALSE,FALSE,FALSE,Leahy,democratic,FALSE,0.49476368272470600,kachang
11/05/1974,New Hampshire,NH,3,FALSE,FALSE,FALSE,Chimento,american,FALSE,0.0067737270720755,kachang
11/05/1974,New Hampshire,NH,3,FALSE,FALSE,FALSE,Durkin,democratic,FALSE,0.4966086594467300,kachang
11/05/1974,New Hampshire,NH,3,FALSE,FALSE,FALSE,Wyman,republican,FALSE,0.49661761348119400,kachang
11/05/1974,National Popular Vote,NPV,1,FALSE,FALSE,FALSE,Republican,republican,FALSE,0.3956294514,20210915
11/05/1974,National Popular Vote,NPV,1,FALSE,FALSE,FALSE,Democratic,democrat,FALSE,0.5524269652,20210915
09/16/1975,New Hampshire,NH,3,TRUE,FALSE,TRUE,Durkin,democratic,FALSE,0.5361500845,kachang
09/16/1975,New Hampshire,NH,3,TRUE,FALSE,TRUE,Wyman,republican,FALSE,0.4303848087,kachang
09/16/1975,New Hampshire,NH,3,TRUE,FALSE,TRUE,Chimento,american independent,FALSE,0.03346510671,kachang
11/2/1976,Arizona,AZ,1,FALSE,FALSE,FALSE,Steiger,republican,FALSE,0.433394044872573,20210114
11/2/1976,Arizona,AZ,1,FALSE,FALSE,FALSE,Feighan,independent,FALSE,0.00211141242023178,20210114
11/2/1976,Arizona,AZ,1,FALSE,FALSE,FALSE,Deconcini,democrat,FALSE,0.540108741112505,20210114
11/2/1976,Arizona,AZ,1,FALSE,FALSE,FALSE,Norwitz,libertarian,FALSE,0.00986225226319127,20210114
11/2/1976,Arizona,AZ,1,FALSE,FALSE,FALSE,Field,independent,FALSE,0.0145235493314985,20210114
11/2/1976,California,CA,1,FALSE,FALSE,FALSE,McCoy,american independent,FALSE,0.0110753025264685,20210114
11/2/1976,California,CA,1,FALSE,FALSE,FALSE,Hayakawa,republican,FALSE,0.501831181650275,20210114
11/2/1976,California,CA,1,FALSE,FALSE,FALSE,Tunney,democrat,FALSE,0.46888717966703,20210114
11/2/1976,California,CA,1,FALSE,FALSE,FALSE,Musa,independent,FALSE,0.00423380441641392,20210114
11/2/1976,California,CA,1,FALSE,FALSE,FALSE,Wald,peace and freedom,FALSE,0.0139725317398126,20210114
11/2/1976,Connecticut,CT,1,FALSE,FALSE,FALSE,Weicker,republican,FALSE,0.577001261689724,20210114
11/2/1976,Connecticut,CT,1,FALSE,FALSE,FALSE,Barnabei,american independent,FALSE,0.0105804213368036,20210114
11/2/1976,Connecticut,CT,1,FALSE,FALSE,FALSE,Schaffer,democrat,FALSE,0.412008524851175,20210114
11/2/1976,Delaware,DE,1,FALSE,FALSE,FALSE,Maloney,democrat,FALSE,0.436139593852176,20210114
11/2/1976,Delaware,DE,1,FALSE,FALSE,FALSE,Roth,republican,FALSE,0.558081807869392,20210114
11/2/1976,Delaware,DE,1,FALSE,FALSE,FALSE,Gies,american,FALSE,0.00287372939789586,20210114
11/2/1976,Delaware,DE,1,FALSE,FALSE,FALSE,Massimilla,prohibition,FALSE,0.000960875464311929,20210114
11/2/1976,Delaware,DE,1,FALSE,FALSE,FALSE,McInerney,none,FALSE,0.00194399341622367,20210114
11/2/1976,Florida,FL,1,FALSE,FALSE,FALSE,Chiles,democrat,FALSE,0.629745087897467,20210114
11/2/1976,Florida,FL,1,FALSE,FALSE,FALSE,Grady,republican,FALSE,0.370209418330631,20210114
11/2/1976,Hawaii,HI,1,FALSE,FALSE,FALSE,Matsunaga,democrat,FALSE,0.537270103147386,20210114
11/2/1976,Hawaii,HI,1,FALSE,FALSE,FALSE,Kimmel,independent,FALSE,0.00474358804602571,20210114
11/2/1976,Hawaii,HI,1,FALSE,FALSE,FALSE,Quinn,republican,FALSE,0.406247103531375,20210114
11/2/1976,Hawaii,HI,1,FALSE,FALSE,FALSE,Hodges,prohibition,FALSE,0.0470916144750606,20210114
11/2/1976,Hawaii,HI,1,FALSE,FALSE,FALSE,Johnson,libertarian,FALSE,0.0046475908001536,20210114
11/2/1976,Indiana,IN,1,FALSE,FALSE,FALSE,Lugar,republican,FALSE,0.590339012773999,20210114
11/2/1976,Indiana,IN,1,FALSE,FALSE,FALSE,Hartke,democrat,FALSE,0.401872674599653,20210114
11/2/1976,Indiana,IN,1,FALSE,FALSE,FALSE,Lee,independent,FALSE,0.00662645111228228,20210114
11/2/1976,Indiana,IN,1,FALSE,FALSE,FALSE,Hoagland,u.s. labor,FALSE,0.00116186151406611,20210114
11/2/1976,Maine,ME,1,FALSE,FALSE,FALSE,Monks,republican,FALSE,0.397967473822124,20210114
11/2/1976,Maine,ME,1,FALSE,FALSE,FALSE,Muskie,democrat,FALSE,0.602032526177876,20210114
11/2/1976,Maryland,MD,1,FALSE,FALSE,FALSE,Beall,republican,FALSE,0.388517457829472,20210114
11/2/1976,Maryland,MD,1,FALSE,FALSE,FALSE,Sarbanes,democrat,FALSE,0.565521610793311,20210114
11/2/1976,Maryland,MD,1,FALSE,FALSE,FALSE,Bradley,independent,FALSE,0.0459609313772166,20210114
11/2/1976,Massachusetts,MA,1,FALSE,FALSE,FALSE,Evans,socialist workers,FALSE,0.010550104264718,20210114
11/2/1976,Massachusetts,MA,1,FALSE,FALSE,FALSE,Robertson,republican,FALSE,0.290071068597956,20210114
11/2/1976,Massachusetts,MA,1,FALSE,FALSE,FALSE,Lowry,u.s. labor,FALSE,0.00622858759942278,20210114
11/2/1976,Massachusetts,MA,1,FALSE,FALSE,FALSE,Kennedy,democrat,FALSE,0.693087219092385,20210114
11/2/1976,Michigan,MI,1,FALSE,FALSE,FALSE,Erwin,libertarian,FALSE,0.00253322530406153,20210114
11/2/1976,Michigan,MI,1,FALSE,FALSE,FALSE,Albert,human rights,FALSE,0.00208600016273151,20210114
11/2/1976,Michigan,MI,1,FALSE,FALSE,FALSE,Esch,republican,FALSE,0.468451002345855,20210114
11/2/1976,Michigan,MI,1,FALSE,FALSE,FALSE,Riegle,democrat,FALSE,0.524588787799263,20210114
11/2/1976,Michigan,MI,1,FALSE,FALSE,FALSE,Girard,socialist labor,FALSE,0.000731718777038355,20210114
11/2/1976,Michigan,MI,1,FALSE,FALSE,FALSE,Reimers,socialist workers,FALSE,0.000973810541563575,20210114
11/2/1976,Michigan,MI,1,FALSE,FALSE,FALSE,Signorelli,u.s. labor,FALSE,0.000635455069487499,20210114
11/2/1976,Minnesota,MN,1,FALSE,FALSE,FALSE,Miller,libertarian,FALSE,0.00286398677838098,20210114
11/2/1976,Minnesota,MN,1,FALSE,FALSE,FALSE,Peterson,socialist workers,FALSE,0.00490580642461899,20210114
11/2/1976,Minnesota,MN,1,FALSE,FALSE,FALSE,Savola,communist,FALSE,0.00115793767847617,20210114
11/2/1976,Minnesota,MN,1,FALSE,FALSE,FALSE,Brekke,republican,FALSE,0.250312235227665,20210114
11/2/1976,Minnesota,MN,1,FALSE,FALSE,FALSE,Helm,american,FALSE,0.0656959655233732,20210114
11/2/1976,Minnesota,MN,1,FALSE,FALSE,FALSE,Humphrey,democrat,FALSE,0.675064068367486,20210114
11/2/1976,Mississippi,MS,1,FALSE,FALSE,FALSE,Stennis,democrat,FALSE,1,20210114
11/2/1976,Missouri,MO,1,FALSE,FALSE,FALSE,Danforth,republican,FALSE,0.56938614544049,20210114
11/2/1976,Missouri,MO,1,FALSE,FALSE,FALSE,Hearnes,democrat,FALSE,0.424961085632502,20210114
11/2/1976,Missouri,MO,1,FALSE,FALSE,FALSE,Petty,independent,FALSE,0.00565276892700814,20210114
11/2/1976,Montana,MT,1,FALSE,FALSE,FALSE,Burger,republican,FALSE,0.358422125091384,20210114
11/2/1976,Montana,MT,1,FALSE,FALSE,FALSE,Melcher,democrat,FALSE,0.641577874908616,20210114
11/2/1976,Nebraska,NE,1,FALSE,FALSE,FALSE,McCollister,republican,FALSE,0.470721882321215,20210114
11/2/1976,Nebraska,NE,1,FALSE,FALSE,FALSE,Zorinsky,democrat,FALSE,0.528905631120325,20210114
11/2/1976,Nevada,NV,1,FALSE,FALSE,FALSE,Young,independent american,FALSE,0.0179248039861515,20210114
11/2/1976,Nevada,NV,1,FALSE,FALSE,FALSE,Towell,republican,FALSE,0.314370056315286,20210114
11/2/1976,Nevada,NV,1,FALSE,FALSE,FALSE,Becan,libertarian,FALSE,0.0114265053318739,20210114
11/2/1976,Nevada,NV,1,FALSE,FALSE,FALSE,Cannon,democrat,FALSE,0.630087320888167,20210114
11/2/1976,New Jersey,NJ,1,FALSE,FALSE,FALSE,Johnson,labor,FALSE,0.00239951793143513,20210114
11/2/1976,New Jersey,NJ,1,FALSE,FALSE,FALSE,Cundari,libertarian,FALSE,0.00718303811444798,20210114
11/2/1976,New Jersey,NJ,1,FALSE,FALSE,FALSE,Williams,democrat,FALSE,0.606605349662083,20210114
11/2/1976,New Jersey,NJ,1,FALSE,FALSE,FALSE,Doganiero,socialist labor,FALSE,0.00331422138349348,20210114
11/2/1976,New Jersey,NJ,1,FALSE,FALSE,FALSE,Norcross,republican,FALSE,0.38049787290854,20210114
11/2/1976,New Mexico,NM,1,FALSE,FALSE,FALSE,Borunda,la raza unida,FALSE,0.0026316044313604,20210114
11/2/1976,New Mexico,NM,1,FALSE,FALSE,FALSE,Montoya,democrat,FALSE,0.427017159900837,20210114
11/2/1976,New Mexico,NM,1,FALSE,FALSE,FALSE,Dillon,american,FALSE,0.00219340718933994,20210114
11/2/1976,New Mexico,NM,1,FALSE,FALSE,FALSE,Schmitt,republican,FALSE,0.568157828478463,20210114
11/2/1976,New York,NY,1,FALSE,FALSE,FALSE,Gallo,socialist workers,FALSE,0.00245242336176994,20210114
11/2/1976,New York,NY,1,FALSE,FALSE,FALSE,Moynihan,liberal,FALSE,0.0276115871379019,20210114
11/2/1976,New York,NY,1,FALSE,FALSE,FALSE,Buckley,conservative,FALSE,0.0467226399175026,20210114
11/2/1976,New York,NY,1,FALSE,FALSE,FALSE,Boyd,labor,FALSE,0.00100736851973376,20210114
11/2/1976,New York,NY,1,FALSE,FALSE,FALSE,Aptheker,communist,FALSE,0.00377103215524515,20210114
11/2/1976,New York,NY,1,FALSE,FALSE,FALSE,Nixon,libertarian,FALSE,0.00164139870629043,20210114
11/2/1976,New York,NY,1,FALSE,FALSE,FALSE,Buckley,republican,FALSE,0.378759013780819,20210114
11/2/1976,New York,NY,1,FALSE,FALSE,FALSE,Moynihan,democrat,FALSE,0.485761469954064,20210114
11/2/1976,North Dakota,ND,1,FALSE,FALSE,FALSE,Stroup,republican,FALSE,0.365524160784563,20210114
11/2/1976,North Dakota,ND,1,FALSE,FALSE,FALSE,Burdick,democrat,FALSE,0.620966431382524,20210114
11/2/1976,North Dakota,ND,1,FALSE,FALSE,FALSE,Haggard,american,FALSE,0.0135094078329129,20210114
11/2/1976,Ohio,OH,1,FALSE,FALSE,FALSE,Fundaburk,independent,FALSE,0.00848974382322356,20210114
11/2/1976,Ohio,OH,1,FALSE,FALSE,FALSE,Metzenbaum,democrat,FALSE,0.495104464531439,20210114
